DateListe,Saison,Equipe,TRJmoy,ROI,Nbrdematchs,MoyCoteResultat,ROI-10J,ROI-5J,ROI-3J,ROI-2J,ROIJJ-1,ROIJ,CoteJ,CoteInvJ,Last5Results
20210523,2021,Dijon,94.71818358711005,0.5776315789473684,38,6.206052631578948,0.4750001,0.9500002,3.3333333324965984e-07,5.000000000165983e-07,5.0000005,10.0,10.0,1.0514705882352942,VDDDD
20210516,2021,Dijon,94.70670078571152,0.32297297297297295,37,6.103513513513514,0.4750001,0.9500002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,8.0,1.08130081300813,DVDDD
20210509,2021,Dijon,94.69146614872851,0.33194444444444443,36,6.050833333333333,0.4750001,0.9500002,1.5833336666666666,5.000000000165983e-07,5.000000000165983e-07,0.0,4.33,1.2132596685082873,DDVDD
20210502,2021,Dijon,94.68918769970672,0.3414285714285714,35,6.1,0.4750001,0.9500002,1.5833336666666666,2.3750005,5.000000000165983e-07,0.0,3.75,1.264485981308411,DDDVD
20210425,2021,Dijon,94.6929143224258,0.3514705882352941,34,6.169117647058823,0.4750001,0.9500002,1.5833336666666666,2.3750005,2.3750005,0.0,10.0,1.0419847328244276,DDDDV
20210418,2021,Dijon,94.7028295947632,0.3621212121212121,33,6.053030303030303,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,2.3750005,4.75,4.75,1.1931818181818183,DDDDD
20210411,2021,Dijon,94.68219024713301,0.225,32,6.09375,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,15.0,1.0097799511002443,DDDDD
20210404,2021,Dijon,94.68454990257189,0.23225806451612904,31,5.806451612903226,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,7.5,1.090909090909091,DDDDD
20210321,2021,Dijon,94.66609839138778,0.24,30,5.75,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.6,1.2833333333333332,DDDDD
20210314,2021,Dijon,94.66811873135207,0.2482758620689655,29,5.824137931034483,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.6,1.2927927927927927,DDDDD
20210303,2021,Dijon,94.6519585453167,0.2571428571428571,28,5.903571428571429,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,4.75,1.2101694915254237,DDDDD
20210227,2021,Dijon,94.58553741134622,0.26666666666666666,27,5.946296296296297,0.27000009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,15.0,1.0097799511002443,DDDDD
20210221,2021,Dijon,94.58463342991617,0.27692307692307694,26,5.598076923076923,0.27000009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,6.5,1.105263157894737,DDDDD
20210214,2021,Dijon,94.58947205431005,0.288,25,5.562,0.27000009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.45,1.5354838709677419,NDDDD
20210207,2021,Dijon,94.59774443806494,0.3,24,5.691666666666667,0.27000009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,5.0,1.1731448763250882,NNDDD
20210203,2021,Dijon,94.57938400734642,0.3130434782608696,23,5.721739130434783,0.27000009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,9.0,1.0611702127659575,NNNDD
20210131,2021,Dijon,94.56368950923034,0.32727272727272727,22,5.572727272727273,0.7200000999999999,0.5400002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,10.0,1.0572831423895255,VNNND
20210127,2021,Dijon,94.51345047179173,0.34285714285714286,21,5.361904761904762,0.7200000999999999,0.5400002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.4,1.3037383177570094,DVNNN
20210124,2021,Dijon,94.52722154495413,0.36,20,5.46,0.7200000999999999,0.5400002,0.9000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,3.75,1.2727272727272727,DDVNN
20210109,2021,Dijon,94.50114770866809,0.37894736842105264,19,5.55,0.7200000999999999,0.5400002,0.9000003333333334,1.3500005000000002,5.000000000165983e-07,0.0,4.2,1.2102803738317758,NDDVN
20210106,2021,Dijon,94.53154198215113,0.4,18,5.625,0.7200000999999999,0.5400002,0.9000003333333334,1.3500005000000002,1.3500005000000002,0.0,4.5,1.1886792452830188,NNDDV
