DateListe,Saison,Equipe,TRJmoy,ROI,Nbrdematchs,MoyCoteResultat,ROI-10J,ROI-5J,ROI-3J,ROI-2J,ROIJJ-1,ROIJ,CoteJ,CoteInvJ,Last5Results
20140517,1314,Sochaux,93.88966595813953,0.6984210526315789,38,4.835000000000001,1.2540001,1.9820001999999999,1.436667,2.1550005,1.2000005,0.0,1.83,1.9384615384615387,VVNVV
20140510,1314,Sochaux,93.88307593992802,0.7172972972972973,37,4.916216216216216,1.3390001,1.5020002,1.6700003333333333,0.9550004999999999,2.1550005,2.4,2.4,1.5378640776699029,NVVNV
20140504,1314,Sochaux,93.88738886462359,0.6705555555555556,36,4.986111111111111,1.1480001,1.1200002,1.8666669999999999,1.5500005,0.9550004999999999,1.91,1.91,1.8378378378378377,NNVVN
20140427,1314,Sochaux,93.89385111598239,0.6351428571428571,35,5.074,1.3930001,1.1200002,1.8666669999999999,2.8000005,1.5500005,0.0,7.0,1.0806239168110918,DNNVV
20140420,1314,Sochaux,93.90216496586015,0.6538235294117647,34,5.017352941176471,1.0830001,1.0260002,0.8333336666666666,1.2500005,2.8000005,3.1,3.1,1.3381818181818181,VDNNV
20140412,1314,Sochaux,93.915264225747,0.5796969696969697,33,5.075454545454546,1.1330001,0.5260001999999999,3.3333333324965984e-07,5.000000000165983e-07,1.2500005,2.5,2.5,1.4933333333333332,DVDNN
20140405,1314,Sochaux,93.92858033964632,0.5196875,32,5.1559375,1.1330001,1.1760002,0.8766669999999999,5.000000000165983e-07,5.000000000165983e-07,0.0,3.4,1.3037383177570094,VDVDN
20140329,1314,Sochaux,93.91859812452061,0.5364516129032258,31,5.212580645161291,1.1330001,1.1760002,0.8766669999999999,1.3150004999999998,5.000000000165983e-07,0.0,3.4,1.3037037037037036,NVDVD
20140323,1314,Sochaux,93.90801071292327,0.5543333333333333,30,5.273,1.1330001,1.6660002,1.9600003333333333,1.3150004999999998,1.3150004999999998,0.0,7.0,1.090909090909091,VNVDV
20140315,1314,Sochaux,93.89166547985477,0.5734482758620689,29,5.213448275862069,1.1700001,1.1400002,1.0833336666666666,1.6250004999999998,1.3150004999999998,2.63,2.63,1.4572649572649572,DVNVD
20140308,1314,Sochaux,93.89602947334247,0.5,28,5.305714285714286,1.1700001,1.7400001999999999,1.9000003333333333,1.6250004999999998,1.6250004999999998,0.0,13.0,1.0138504155124655,VDVNV
20140301,1314,Sochaux,93.8903191741737,0.5185185185185185,27,5.020740740740741,0.8450000999999999,1.0900002,0.8166670000000001,1.2250005000000002,1.6250004999999998,3.25,3.25,1.3271375464684014,NVDVN
20140222,1314,Sochaux,93.8771198140238,0.41346153846153844,26,5.088846153846154,0.8450000999999999,1.0900002,1.8166669999999998,1.2250005000000002,1.2250005000000002,0.0,4.0,1.2229755178907722,DNVDV
20140215,1314,Sochaux,93.8857562039021,0.43,25,5.1324000000000005,0.6000000999999999,0.6000002,1.0000003333333332,1.5000004999999998,1.2250005000000002,2.45,2.45,1.5245901639344264,DDNVD
20140208,1314,Sochaux,93.88190688645454,0.3458333333333333,24,5.2441666666666675,0.6000000999999999,1.2000001999999999,1.0000003333333332,1.5000004999999998,1.5000004999999998,0.0,10.0,1.03493848857645,VDDNV
20140201,1314,Sochaux,93.88601470512408,0.36086956521739133,23,5.0373913043478264,0.3000001,0.6000002,3.3333333324965984e-07,5.000000000165983e-07,1.5000004999999998,3.0,3.0,1.3714285714285712,DVDDN
20140125,1314,Sochaux,93.87548596177412,0.2409090909090909,22,5.13,0.3000001,0.6000002,1.0000003333333332,5.000000000165983e-07,5.000000000165983e-07,0.0,3.5,1.2857142857142858,DDVDD
20140118,1314,Sochaux,93.86813525775058,0.2523809523809524,21,5.207619047619048,0.3000001,0.6000002,1.0000003333333332,1.5000004999999998,5.000000000165983e-07,0.0,3.0,1.3636363636363635,DDDVD
20140111,1314,Sochaux,93.8740420206381,0.265,20,5.318,0.3000001,0.6000002,1.0000003333333332,1.5000004999999998,1.5000004999999998,0.0,8.0,1.0677966101694916,DDDDV
20131221,1314,Sochaux,93.85659120716456,0.2789473684210526,19,5.176842105263158,9.999999997489795e-08,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.5000004999999998,3.0,3.0,1.3684684684684685,NDDDD
20131214,1314,Sochaux,93.8498385063046,0.12777777777777777,18,5.297777777777778,0.23000009999999999,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,4.75,1.170767716535433,DNDDD
20131207,1314,Sochaux,93.84535209164711,0.13529411764705881,17,5.33,0.23000009999999999,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,21.0,0.981789802289282,NDNDD
