DateListe,Saison,Equipe,TRJmoy,ROI,Nbrdematchs,MoyCoteResultat,ROI-10J,ROI-5J,ROI-3J,ROI-2J,ROIJJ-1,ROIJ,CoteJ,CoteInvJ,Last5Results
20150523,1415,Lille,94.79463456271564,0.8913157894736842,38,2.8210526315789473,1.2540001,0.7360002,0.5100003333333334,5.000000000165983e-07,1.1250005,2.25,2.25,1.65,VDVDD
20150516,1415,Lille,94.78388664029423,0.8545945945945946,37,2.8364864864864865,1.5340000999999999,1.2160001999999999,0.5100003333333334,0.7650005,5.000000000165983e-07,0.0,3.2,1.3553571428571427,VVDVD
20150509,1415,Lille,94.77205788925315,0.8783333333333333,36,2.826388888888889,1.5340000999999999,1.5500002,1.226667,0.7650005,0.7650005,0.0,3.0,1.4035087719298245,VVVDV
20150503,1415,Lille,94.74790154664672,0.9034285714285715,35,2.8214285714285716,1.3810001,1.2440002,1.516667,1.0750004999999998,0.7650005,1.53,1.53,2.52212389380531,DVVVD
20150425,1415,Lille,94.73371348961234,0.885,34,2.8594117647058823,1.7410001,1.6260002,2.0733336666666666,2.2750005,1.0750004999999998,0.0,10.0,1.0496644295302013,VDVVV
20150419,1415,Lille,94.72579144646397,0.9118181818181819,33,2.643030303030303,1.5260001,1.7720002,1.3566669999999998,2.0350004999999998,2.2750005,2.15,2.15,1.7072463768115942,VVDVV
20150412,1415,Lille,94.71220293827737,0.873125,32,2.6584375,1.2860000999999999,1.8520002,1.1933336666666665,0.8350005,2.0350004999999998,2.4,2.4,1.5866141732283465,VVVDV
20150404,1415,Lille,94.68625812343788,0.8238709677419355,31,2.6667741935483873,1.1190001,1.5180002,1.5966669999999998,0.9550004999999999,0.8350005,1.67,1.67,2.210526315789474,DVVVD
20150322,1415,Lille,94.6714372958422,0.7956666666666666,30,2.7,1.2990001,1.5180002,2.530000333333333,2.3950005,0.9550004999999999,0.0,4.2,1.2307692307692308,NDVVV
20150315,1415,Lille,94.65375803096306,0.823103448275862,29,2.6482758620689655,1.2750001,1.8560002,1.8933336666666667,2.8400005,2.3950005,1.91,1.91,1.9119496855345912,VNDVV
20150308,1415,Lille,94.62179520086853,0.7842857142857143,28,2.674642857142857,0.9870000999999999,1.2800002,0.9333336666666666,1.4000005,2.8400005,2.88,2.88,1.4228621291448516,NVNDV
20150228,1415,Lille,94.59907342523992,0.7066666666666667,27,2.667037037037037,0.9120001,0.7200002,1.2000003333333333,5.000000000165983e-07,1.4000005,2.8,2.8,1.443103448275862,DNVND
20150221,1415,Lille,94.57482311578966,0.6261538461538462,26,2.661923076923077,0.9120001,0.7200002,1.2000003333333333,1.8000005,5.000000000165983e-07,0.0,2.75,1.4482758620689655,DDNVN
20150214,1415,Lille,94.56315484945615,0.6512,25,2.6584000000000003,0.9120001,1.0800002,1.2000003333333333,1.8000005,1.8000005,0.0,2.0,1.816216216216216,VDDNV
20150207,1415,Lille,94.53728063579445,0.6783333333333333,24,2.6858333333333335,0.5520001,0.6940002,3.3333333324965984e-07,5.000000000165983e-07,1.8000005,3.6,3.6,1.3037037037037036,VVDDN
20150131,1415,Lille,94.48629415089336,0.551304347826087,23,2.6460869565217386,0.5520001,0.6940002,0.6000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,3.3,1.3333333333333333,DVVDD
20150124,1415,Lille,94.46457894061676,0.5763636363636364,22,2.6163636363636362,0.5520001,1.1040002,1.156667,0.9000005,5.000000000165983e-07,0.0,2.8,1.443103448275862,VDVVD
20150117,1415,Lille,94.42815024869628,0.6038095238095238,21,2.6076190476190475,0.5520001,1.1040002,1.156667,1.7350005,0.9000005,0.0,2.88,1.434782608695652,NVDVV
20150110,1415,Lille,94.36116598362203,0.634,20,2.594,0.3720001,0.7440002,1.2400003333333331,0.8350005,1.7350005,1.8,1.8,2.015151515151515,NNVDV
20150107,1415,Lille,94.32357173477708,0.5726315789473684,19,2.6357894736842105,0.20500009999999996,0.4100001999999999,0.6833336666666666,1.0250005,0.8350005,1.67,1.67,2.210526315789474,DNNVD
20141221,1415,Lille,94.27872111163643,0.5116666666666667,18,2.6894444444444443,0.3580001,0.4100001999999999,0.6833336666666666,1.0250005,1.0250005,0.0,5.5,1.160146252285192,DDNNV
20141214,1415,Lille,94.18889471753126,0.5417647058823529,17,2.5241176470588234,0.15300009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.0250005,2.05,2.05,1.7777777777777777,NDDNN
20141207,1415,Lille,94.12504751691252,0.4475,16,2.55375,0.15300009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.0,1.816216216216216,DNDDN
20141203,1415,Lille,94.05444161955089,0.47733333333333333,15,2.5906666666666665,0.32600009999999996,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,5.75,1.1442307692307692,DDNDD
20141130,1415,Lille,93.95601908928768,0.5114285714285715,14,2.3649999999999998,0.32600009999999996,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.5,1.3037383177570094,DDDND
20141109,1415,Lille,93.87646114434513,0.5507692307692308,13,2.2776923076923077,0.5010001,0.30600019999999994,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.1,1.697080291970803,VDDDN
20141101,1415,Lille,93.87798861571645,0.5966666666666667,12,2.2925,0.7160001,0.30600019999999994,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.5,1.5,DVDDD
20141026,1415,Lille,93.88962394441795,0.6509090909090909,11,2.2736363636363635,0.7160001,0.30600019999999994,0.5100003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,2.8,1.4035087719298245,NDVDD
20141018,1415,Lille,93.9296714807629,0.716,10,2.2209999999999996,0.0,0.6520001999999999,0.5100003333333334,0.7650005,5.000000000165983e-07,0.0,1.65,2.1758241758241756,VNDVD
20141005,1415,Lille,93.93976136093193,0.7955555555555556,9,2.2844444444444445,0.0,0.6520001999999999,0.5100003333333334,0.7650005,0.7650005,0.0,3.8,1.251923076923077,NVNDV
20140927,1415,Lille,93.91119993607316,0.895,8,2.0949999999999998,0.0,0.6960002,0.576667,5.000000000165983e-07,0.7650005,1.53,1.53,2.3980582524271843,VNVND
20140924,1415,Lille,93.98341850730253,0.8042857142857143,7,2.175714285714286,0.0,1.1260002,0.576667,0.8650005000000001,5.000000000165983e-07,0.0,2.1,1.6941176470588235,VVNVN
20140921,1415,Lille,94.01941461510876,0.9383333333333334,6,2.188333333333334,0.0,1.1260002,1.1600003333333333,0.8650005000000001,0.8650005000000001,0.0,1.8,1.9815950920245398,NVVNV
20140914,1415,Lille,93.95892375487288,1.126,5,2.2660000000000005,0.0,0.0,1.3000003333333332,0.8750005000000001,0.8650005000000001,1.73,1.73,2.0635838150289016,
20140830,1415,Lille,93.92208869380443,0.975,4,2.4000000000000004,0.0,0.0,1.3000003333333332,1.9500004999999998,0.8750005000000001,0.0,4.2,1.211650485436893,
20140823,1415,Lille,93.88391876073815,1.3,3,1.8,0.0,0.0,0.0,1.0750004999999998,1.9500004999999998,1.75,1.75,2.0238095238095237,
20140815,1415,Lille,93.90158792028706,1.075,2,1.825,0.0,0.0,0.0,0.0,1.0750004999999998,2.15,2.15,1.6656716417910447,
20140809,1415,Lille,93.94829612220917,0.0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5141509433962264,
20150523,1415,Nantes,94.6833454461442,0.7621052631578947,38,3.710263157894737,0.6200000999999999,0.8400002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.2,1.6746268656716417,VNDDN
20150516,1415,Nantes,94.67249678893967,0.7827027027027027,37,3.7510810810810815,0.8400001,0.8400002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.7,1.464406779661017,DVNDD
20150509,1415,Nantes,94.66492572904758,0.8044444444444444,36,3.7802777777777785,0.8400001,0.8400002,1.4000003333333333,5.000000000165983e-07,5.000000000165983e-07,0.0,7.0,1.093230174081238,DDVND
20150503,1415,Nantes,94.66804619061716,0.8274285714285714,35,3.688285714285715,0.8400001,0.8400002,1.4000003333333333,2.1000004999999997,5.000000000165983e-07,0.0,10.0,1.0505529225908374,NDDVN
20150425,1415,Nantes,94.65628561837381,0.851764705882353,34,3.50264705882353,0.8400001,1.2400001999999999,1.4000003333333333,2.1000004999999997,2.1000004999999997,0.0,4.0,1.2495238095238095,VNDDV
20150417,1415,Nantes,94.6394927605236,0.8775757575757576,33,3.487575757575758,0.4200001,0.4000002,3.3333333324965984e-07,5.000000000165983e-07,2.1000004999999997,4.2,4.2,1.2257142857142855,DVNDD
20150412,1415,Nantes,94.63192951592504,0.77375,32,3.4653125000000005,0.4200001,0.8400002000000001,0.666667,5.000000000165983e-07,5.000000000165983e-07,0.0,6.5,1.1172413793103448,VDVND
20150405,1415,Nantes,94.60917702685069,0.7987096774193548,31,3.36741935483871,0.4200001,0.8400002000000001,0.666667,1.0000005,5.000000000165983e-07,0.0,2.2,1.671641791044776,DVDVN
20150321,1415,Nantes,94.59653509942395,0.8253333333333334,30,3.4063333333333334,0.4200001,0.8400002000000001,1.4000003333333335,1.0000005,1.0000005,0.0,3.5,1.311926605504587,DDVDV
20150314,1415,Nantes,94.56799446365574,0.8537931034482759,29,3.403103448275862,0.5500001,0.44000019999999995,0.7333336666666668,1.1000005,1.0000005,2.0,2.0,1.816216216216216,NDDVD
