DateListe,Saison,Equipe,TRJmoy,ROI,Nbrdematchs,MoyCoteResultat,ROI-10J,ROI-5J,ROI-3J,ROI-2J,ROIJJ-1,ROIJ,CoteJ,CoteInvJ,Last5Results
20220521,2122,Clermont,94.90924005311408,0.9289473684210526,38,3.810263157894737,0.5200001,1.0400002,0.6333336666666666,0.9500004999999999,5.000000000165983e-07,0.0,4.0,1.2413793103448276,VNDVD
20220514,2122,Clermont,94.91389945711003,0.9540540540540541,37,3.805135135135135,0.5200001,1.0400002,0.6333336666666666,0.9500004999999999,0.9500004999999999,0.0,6.5,1.1108870967741935,NVNDV
20220508,2122,Clermont,94.91500299243448,0.9805555555555555,36,3.7302777777777774,0.33000009999999996,0.6600001999999999,1.1000003333333332,5.000000000165983e-07,0.9500004999999999,1.9,1.9,1.9000000000000001,DNVND
20220501,2122,Clermont,94.91257450650403,0.9542857142857143,35,3.782571428571428,1.0800001,0.6600001999999999,1.1000003333333332,1.6500005,5.000000000165983e-07,0.0,3.1,1.3719298245614036,DDNVN
20220424,2122,Clermont,94.90694545263146,0.9823529411764705,34,3.802647058823529,1.0800001,0.6600001999999999,1.1000003333333332,1.6500005,1.6500005,0.0,2.3,1.6246153846153848,DDDNV
20220420,2122,Clermont,94.89777041550595,1.0121212121212122,33,3.848181818181818,1.3500001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.6500005,3.3,3.3,1.3468468468468466,DDDDN
20220417,2122,Clermont,94.87434018457328,0.940625,32,3.8653125,1.7300001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.7,1.471186440677966,DDDDD
20220409,2122,Clermont,94.86288078823867,0.9709677419354839,31,3.902903225806452,1.7300001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,8.5,1.0710102489019033,NDDDD
20220403,2122,Clermont,94.85443477178218,1.0033333333333334,30,3.749666666666667,1.7300001,1.5000002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.55,1.5130148270181218,VNDDD
20220319,2122,Clermont,94.85083793526027,1.0379310344827586,29,3.7910344827586213,1.7300001,1.5000002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,5.5,1.1504587155963302,DVNDD
20220313,2122,Clermont,94.84036222527416,1.075,28,3.7300000000000004,2.1050001000000003,2.7000002,2.5000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,2.3,1.606153846153846,VDVND
20220306,2122,Clermont,94.8502768853178,1.114814814814815,27,3.7829629629629635,2.1050001000000003,3.4600002,2.5000003333333334,3.7500005,5.000000000165983e-07,0.0,5.25,1.1442307692307692,VVDVN
20220227,2122,Clermont,94.88500413394338,1.1576923076923078,26,3.7265384615384622,2.1050001000000003,3.4600002,4.500000333333333,3.7500005,3.7500005,0.0,1.9,1.8666666666666667,DVVDV
20220220,2122,Clermont,94.91403261788518,1.204,25,3.7996000000000003,1.3550001,1.9600001999999999,3.266667,3.0000005,3.7500005,7.5,7.5,1.105263157894737,DDVVD
20220213,2122,Clermont,94.85502250907382,0.9416666666666667,24,3.645416666666667,1.3550001,1.9600001999999999,3.266667,4.9000005,3.0000005,0.0,2.25,1.6616541353383456,NDDVV
20220206,2122,Clermont,94.82354311667015,0.9826086956521739,23,3.7060869565217387,0.7550001,1.5100002,1.266667,1.9000005,4.9000005,6.0,6.0,1.1321739130434785,VNDDV
20220123,2122,Clermont,94.80438315924806,0.7545454545454545,22,3.6018181818181816,0.37500009999999995,0.7500001999999999,3.3333333324965984e-07,5.000000000165983e-07,1.9000005,3.8,3.8,1.2442477876106195,DVNDD
20220119,2122,Clermont,94.85538553191066,0.6095238095238096,21,3.5923809523809522,0.37500009999999995,0.7500001999999999,1.2500003333333332,5.000000000165983e-07,5.000000000165983e-07,0.0,3.1,1.3695652173913044,NDVND
20220116,2122,Clermont,94.84864118982915,0.64,20,3.617,0.7050001,0.7500001999999999,1.2500003333333332,1.8750004999999998,5.000000000165983e-07,0.0,6.5,1.0966386554621848,DNDVN
20220109,2122,Clermont,94.9020978523586,0.6736842105263158,19,3.465263157894737,0.7050001,0.7500001999999999,1.2500003333333332,1.8750004999999998,1.8750004999999998,0.0,2.45,1.55,DDNDV
20211212,2122,Clermont,94.9001310663785,0.7111111111111111,18,3.5216666666666665,0.33000009999999996,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.8750004999999998,3.75,3.75,1.2788990825688074,DDDND
