Div;DateInt;DateStr;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A
F1;20201004;2020-10-04;Montpellier;Nimes;0;1;A;1.66;3.8;5.5
F1;20201004;2020-10-04;Bordeaux;Dijon;3;0;H;1.66;3.8;5.25
F1;20201004;2020-10-04;Brest;Monaco;1;0;H;3.1;3.6;2.2
F1;20201004;2020-10-04;Metz;Lorient;3;1;H;2.3;3.2;3.3
F1;20201004;2020-10-04;Strasbourg;Lille;0;3;A;3.3;3.3;2.25
F1;20201004;2020-10-04;Rennes;Reims;2;2;D;1.61;3.75;6
F1;20201004;2020-10-04;Lyon;Marseille;1;1;D;1.7;3.8;5
F1;20201016;2020-10-16;Dijon;Rennes;1;1;D;5.25;3.8;1.66
F1;20201016;2020-10-16;Nimes;Paris SG;0;4;A;6.5;5;1.4
F1;20201017;2020-10-17;Reims;Lorient;1;3;A;2.1;3.4;3.6
F1;20201017;2020-10-17;Marseille;Bordeaux;3;1;H;2;3.5;3.8
F1;20201018;2020-10-18;Strasbourg;Lyon;2;3;A;3.6;3.3;2.15
F1;20201018;2020-10-18;Angers;Metz;1;1;D;2;3.4;3.9
F1;20201018;2020-10-18;Monaco;Montpellier;1;1;D;;;
F1;20201018;2020-10-18;Nantes;Brest;3;1;H;2.15;3.4;3.4
F1;20201018;2020-10-18;St Etienne;Nice;1;3;A;2.25;3.25;3.25
F1;20201018;2020-10-18;Lille;Lens;4;0;H;1.83;3.6;4.33
F1;20201023;2020-10-23;Rennes;Angers;1;2;A;2.05;3.4;3.5
F1;20201024;2020-10-24;Lorient;Marseille;0;1;A;2.87;3.4;2.4
F1;20201024;2020-10-24;Paris SG;Dijon;4;0;H;1.06;12;23
F1;20201025;2020-10-25;Bordeaux;Nimes;2;0;H;1.95;3.3;4
F1;20201025;2020-10-25;Brest;Strasbourg;0;3;A;2.15;3.5;3.2
F1;20201025;2020-10-25;Metz;St Etienne;2;0;H;2.37;3.2;3.1
F1;20201025;2020-10-25;Montpellier;Reims;0;4;A;1.85;3.5;4.2
F1;20201025;2020-10-25;Nice;Lille;1;1;D;3.5;3.1;2.2
F1;20201025;2020-10-25;Lyon;Monaco;4;1;H;1.65;4;4.75
F1;20201031;2020-10-31;Rennes;Brest;2;1;H;1.9;3.75;3.8
F1;20201031;2020-10-31;Nantes;Paris SG;0;3;A;7.5;4.75;1.4
F1;20201101;2020-11-01;St Etienne;Montpellier;0;1;A;2.4;3.25;3
F1;20201101;2020-11-01;Angers;Nice;0;3;A;2.25;3.2;3.4
F1;20201101;2020-11-01;Dijon;Lorient;0;0;D;3.2;3.5;2.2
F1;20201101;2020-11-01;Nimes;Metz;0;1;A;2.45;3.25;3
F1;20201101;2020-11-01;Reims;Strasbourg;2;1;H;2.3;3.2;3.25
F1;20201101;2020-11-01;Monaco;Bordeaux;4;0;H;1.85;3.6;4.2
F1;20201101;2020-11-01;Lille;Lyon;1;1;D;2.8;3.25;2.6
F1;20201106;2020-11-06;Strasbourg;Marseille;0;1;A;2.87;3.3;2.45
F1;20201107;2020-11-07;Bordeaux;Montpellier;0;2;A;2.3;3.3;3.1
F1;20201107;2020-11-07;Paris SG;Rennes;3;0;H;1.4;5.25;6.5
F1;20201108;2020-11-08;Brest;Lille;3;2;H;3.75;3.5;1.95
F1;20201108;2020-11-08;Lens;Reims;4;4;D;2.1;3.4;3.6
F1;20201108;2020-11-08;Lorient;Nantes;0;2;A;2.37;3.2;3.1
F1;20201108;2020-11-08;Metz;Dijon;1;1;D;1.75;3.6;4.75
F1;20201108;2020-11-08;Nimes;Angers;1;5;A;3.1;3.2;2.3
F1;20201108;2020-11-08;Nice;Monaco;1;2;A;3.2;3.6;2.15
F1;20201108;2020-11-08;Lyon;St Etienne;2;1;H;1.4;4.75;7.5
F1;20201120;2020-11-20;Rennes;Bordeaux;0;1;A;1.75;3.6;4.75
F1;20201120;2020-11-20;Monaco;Paris SG;3;2;H;5.25;4.75;1.5
F1;20201121;2020-11-21;Brest;St Etienne;4;1;H;2.1;3.5;3.4
F1;20201122;2020-11-22;Nantes;Metz;1;1;D;2.25;3.1;3.5
F1;20201122;2020-11-22;Dijon;Lens;0;1;A;3.5;3.4;2.15
F1;20201122;2020-11-22;Montpellier;Strasbourg;4;3;H;2.05;3.5;3.6
F1;20201122;2020-11-22;Reims;Nimes;0;1;A;1.85;3.5;4.5
F1;20201122;2020-11-22;Angers;Lyon;0;1;A;5;4.2;1.61
F1;20201122;2020-11-22;Lille;Lorient;4;0;H;1.6;3.8;6
F1;20201125;2020-11-25;Lens;Nantes;1;1;D;1.9;3.5;4
F1;20201127;2020-11-27;Strasbourg;Rennes;1;1;D;3.2;3.2;2.3
F1;20201128;2020-11-28;Marseille;Nantes;3;1;H;2.05;3.4;3.5
F1;20201128;2020-11-28;Paris SG;Bordeaux;2;2;D;1.12;8.5;17
F1;20201129;2020-11-29;Lyon;Reims;3;0;H;1.4;4.75;7
F1;20201129;2020-11-29;Lens;Angers;1;3;A;2.15;3.25;3.5
F1;20201129;2020-11-29;Lorient;Montpellier;0;1;A;3.25;3.4;2.1
F1;20201129;2020-11-29;Metz;Brest;0;2;A;2.2;3.2;3.3
F1;20201129;2020-11-29;Monaco;Nimes;3;0;H;1.33;4.75;9
F1;20201129;2020-11-29;Nice;Dijon;1;3;A;1.75;3.6;4.5
F1;20201129;2020-11-29;St Etienne;Lille;1;1;D;4.75;3.6;1.72
F1;20201204;2020-12-04;Nimes;Marseille;0;2;A;5.25;3.8;1.66
F1;20201205;2020-12-05;Rennes;Lens;0;2;A;2;3.5;3.8
F1;20201205;2020-12-05;Montpellier;Paris SG;1;3;A;6.5;4.75;1.44
F1;20201206;2020-12-06;Lille;Monaco;2;1;H;2.3;3.75;2.87
F1;20201206;2020-12-06;Angers;Lorient;2;0;H;1.85;3.6;4.2
F1;20201206;2020-12-06;Bordeaux;Brest;1;0;H;2.05;3.5;3.6
F1;20201206;2020-12-06;Dijon;St Etienne;0;0;D;3;3.4;2.37
F1;20201206;2020-12-06;Nantes;Strasbourg;0;4;A;2.15;3.3;3.5
F1;20201206;2020-12-06;Reims;Nice;0;0;D;2.5;3.4;2.8
F1;20201206;2020-12-06;Metz;Lyon;1;3;A;5.75;4.33;1.55
F1;20201211;2020-12-11;St Etienne;Angers;0;0;D;2.37;3.4;2.9
F1;20201212;2020-12-12;Marseille;Monaco;2;1;H;2.75;3.5;2.4
F1;20201212;2020-12-12;Lens;Montpellier;2;3;A;2.5;3.2;2.87
F1;20201213;2020-12-13;Nice;Rennes;0;1;A;2.9;3.3;2.37
F1;20201213;2020-12-13;Brest;Reims;2;1;H;2.15;3.5;3.25
F1;20201213;2020-12-13;Lorient;Nimes;3;0;H;2.05;3.4;3.5
F1;20201213;2020-12-13;Nantes;Dijon;1;1;D;1.72;3.75;4.5
F1;20201213;2020-12-13;Strasbourg;Metz;2;2;D;2;3.25;3.9
F1;20201213;2020-12-13;Lille;Bordeaux;2;1;H;1.7;3.5;5.25
F1;20201213;2020-12-13;Paris SG;Lyon;0;1;A;1.57;4.75;4.5
F1;20201216;2020-12-16;Angers;Strasbourg;0;2;A;2.15;3.5;3.3
F1;20201216;2020-12-16;Dijon;Lille;0;2;A;6.5;4.33;1.5
F1;20201216;2020-12-16;Montpellier;Metz;0;2;A;1.65;4;5
F1;20201216;2020-12-16;Nimes;Nice;0;2;A;3.4;3.5;2.1
F1;20201216;2020-12-16;Reims;Nantes;3;2;H;2.37;3.25;3.1
F1;20201216;2020-12-16;Bordeaux;St Etienne;1;2;A;2.15;3.4;3.4
F1;20201216;2020-12-16;Lyon;Brest;2;2;D;1.33;5.25;9
F1;20201216;2020-12-16;Monaco;Lens;0;3;A;1.65;4.2;4.75
F1;20201216;2020-12-16;Paris SG;Lorient;2;0;H;1.12;9;19
F1;20201216;2020-12-16;Rennes;Marseille;2;1;H;2.4;3.4;2.87
F1;20201219;2020-12-19;Metz;Lens;2;0;H;3;3.4;2.37
F1;20201219;2020-12-19;Marseille;Reims;1;1;D;1.75;3.6;5
F1;20201219;2020-12-19;Nice;Lyon;1;4;A;6.5;4;1.55
F1;20201220;2020-12-20;Brest;Montpellier;2;2;D;3;3.5;2.3
F1;20201220;2020-12-20;Dijon;Monaco;0;1;A;6.5;4.33;1.5
F1;20201220;2020-12-20;Nantes;Angers;1;1;D;2.4;3.4;3
F1;20201220;2020-12-20;St Etienne;Nimes;2;2;D;1.55;4;6.5
F1;20201220;2020-12-20;Strasbourg;Bordeaux;0;2;A;2.2;3.3;3.25
F1;20201220;2020-12-20;Lorient;Rennes;0;3;A;3.8;3.6;1.95
F1;20201220;2020-12-20;Lille;Paris SG;0;0;D;4;3.8;1.85
F1;20201223;2020-12-23;Bordeaux;Reims;1;3;A;2.15;3.3;3.4
F1;20201223;2020-12-23;Lens;Brest;2;1;H;1.95;3.8;3.6
F1;20201223;2020-12-23;Nice;Lorient;2;2;D;1.83;3.6;4.2
F1;20201223;2020-12-23;Nimes;Dijon;1;3;A;2.55;3.3;2.7
F1;20201223;2020-12-23;Rennes;Metz;1;0;H;1.55;3.8;6.5
F1;20201223;2020-12-23;Angers;Marseille;2;1;H;2.9;3.2;2.45
F1;20201223;2020-12-23;Lyon;Nantes;3;0;H;1.25;6;10
F1;20201223;2020-12-23;Monaco;St Etienne;2;2;D;1.61;4.2;5.5
F1;20201223;2020-12-23;Montpellier;Lille;2;3;A;3.4;3.2;2.2
F1;20201223;2020-12-23;Paris SG;Strasbourg;4;0;H;1.28;5.75;9
F1;20210106;2021-01-06;Brest;Nice;2;0;H;2.15;3.75;3
F1;20210106;2021-01-06;Lorient;Monaco;2;5;A;4.33;4;1.72
F1;20210106;2021-01-06;Metz;Bordeaux;0;0;D;2.62;3;2.87
F1;20210106;2021-01-06;Nantes;Rennes;0;0;D;3.75;3.4;2
F1;20210106;2021-01-06;Strasbourg;Nimes;5;0;H;1.53;3.8;6
F1;20210106;2021-01-06;Lille;Angers;1;2;A;1.57;3.6;6.5
F1;20210106;2021-01-06;Lyon;Lens;3;2;H;1.4;5;6.5
F1;20210106;2021-01-06;Marseille;Montpellier;3;1;H;2.1;3.25;3.6
F1;20210106;2021-01-06;Reims;Dijon;0;0;D;1.8;3.5;4.5
F1;20210106;2021-01-06;St Etienne;Paris SG;1;1;D;8;5;1.36
F1;20210109;2021-01-09;Bordeaux;Lorient;2;1;H;2;3.4;3.8
F1;20210109;2021-01-09;Dijon;Marseille;0;0;D;4.2;3.5;1.85
F1;20210109;2021-01-09;Lens;Strasbourg;0;1;A;2.25;3.3;3.2
F1;20210109;2021-01-09;Metz;Nice;1;1;D;2.55;3.2;2.9
F1;20210109;2021-01-09;Monaco;Angers;3;0;H;1.7;3.75;5
F1;20210109;2021-01-09;Montpellier;Nantes;1;1;D;1.95;3.6;3.75
F1;20210109;2021-01-09;Nimes;Lille;0;1;A;8;4.2;1.44
F1;20210109;2021-01-09;Paris SG;Brest;3;0;H;1.14;8.5;17
F1;20210109;2021-01-09;Reims;St Etienne;3;1;H;2.87;3;2.7
F1;20210109;2021-01-09;Rennes;Lyon;2;2;D;3.3;3.6;2.1
F1;20210115;2021-01-15;Montpellier;Monaco;2;3;A;3.4;3.75;2.1
F1;20210116;2021-01-16;Marseille;Nimes;1;2;A;1.4;4.75;7.5
F1;20210116;2021-01-16;Angers;Paris SG;0;1;A;9;5;1.33
F1;20210117;2021-01-17;Brest;Rennes;1;2;A;3.4;3.4;2.15
F1;20210117;2021-01-17;Nantes;Lens;1;1;D;2.62;3.2;2.87
F1;20210117;2021-01-17;Nice;Bordeaux;0;3;A;2.3;3.3;3.2
F1;20210117;2021-01-17;Strasbourg;St Etienne;1;0;H;1.95;3.3;4.2
F1;20210117;2021-01-17;Lille;Reims;2;1;H;1.6;4;6
F1;20210117;2021-01-17;Lyon;Metz;0;1;A;1.28;5.75;11
F1;20210120;2021-01-20;Marseille;Lens;0;1;A;2;3.4;3.8
F1;20210122;2021-01-22;Paris SG;Montpellier;4;0;H;1.14;8;17
F1;20210123;2021-01-23;Lens;Nice;0;1;A;2.05;3.2;4
F1;20210123;2021-01-23;Monaco;Marseille;3;1;H;1.72;4;4.5
F1;20210124;2021-01-24;Bordeaux;Angers;2;1;H;2.37;3.1;3.25
F1;20210124;2021-01-24;Dijon;Strasbourg;1;1;D;3.75;3.5;2
F1;20210124;2021-01-24;Metz;Nantes;2;0;H;2.37;3.1;3.25
F1;20210124;2021-01-24;Reims;Brest;1;0;H;2.37;3.5;2.9
F1;20210124;2021-01-24;Rennes;Lille;0;1;A;2.8;3;2.75
F1;20210124;2021-01-24;St Etienne;Lyon;0;5;A;8;4.75;1.4
F1;20210127;2021-01-27;Lorient;Dijon;3;2;H;2.25;3.1;3.4
F1;20210129;2021-01-29;Lyon;Bordeaux;2;1;H;1.28;5.75;9
F1;20210130;2021-01-30;Montpellier;Lens;1;2;A;2.8;3.3;2.5
F1;20210131;2021-01-31;Nice;St Etienne;0;1;A;2.15;3.4;3.4
F1;20210131;2021-01-31;Angers;Nimes;3;1;H;1.66;3.75;5.5
F1;20210131;2021-01-31;Brest;Metz;2;4;A;2.1;3.4;3.5
F1;20210131;2021-01-31;Lorient;Paris SG;3;2;H;13;8.5;1.14
F1;20210131;2021-01-31;Strasbourg;Reims;0;1;A;2;3.3;3.8
F1;20210131;2021-01-31;Lille;Dijon;1;0;H;1.36;4.75;10
F1;20210131;2021-01-31;Nantes;Monaco;1;2;A;4.33;4;1.75
F1;20210203;2021-02-03;Bordeaux;Lille;0;3;A;4;3.2;2.05
F1;20210203;2021-02-03;Metz;Montpellier;1;1;D;2.55;3.2;2.9
F1;20210203;2021-02-03;Reims;Angers;0;0;D;2.6;3;3
F1;20210203;2021-02-03;Rennes;Lorient;1;1;D;1.57;4.2;5.5
F1;20210203;2021-02-03;Strasbourg;Brest;2;2;D;2.15;3.4;3.4
F1;20210203;2021-02-03;Dijon;Lyon;0;1;A;9;5.25;1.33
F1;20210203;2021-02-03;Lens;Marseille;2;2;D;2.37;3.25;3.1
F1;20210203;2021-02-03;Monaco;Nice;2;1;H;1.45;4.75;6.5
F1;20210203;2021-02-03;Paris SG;Nimes;3;0;H;1.05;15;23
F1;20210203;2021-02-03;St Etienne;Nantes;1;1;D;2.05;3.2;4
F1;20210206;2021-02-06;Lorient;Reims;1;0;H;2.5;3.2;2.9
F1;20210206;2021-02-06;Lyon;Strasbourg;3;0;H;1.45;4.5;7
F1;20210206;2021-02-06;Lens;Rennes;0;0;D;2.7;3.2;2.7
F1;20210207;2021-02-07;Brest;Bordeaux;2;1;H;2.5;3.25;2.9
F1;20210207;2021-02-07;Montpellier;Dijon;4;2;H;1.66;4;5
F1;20210207;2021-02-07;Nice;Angers;3;0;H;2.7;3.2;2.7
F1;20210207;2021-02-07;Nimes;Monaco;3;4;A;7;5;1.4
F1;20210207;2021-02-07;St Etienne;Metz;1;0;H;2.05;3.25;3.8
F1;20210207;2021-02-07;Nantes;Lille;0;2;A;4.5;3.5;1.8
F1;20210207;2021-02-07;Marseille;Paris SG;0;2;A;7.5;5;1.4
F1;20210213;2021-02-13;Paris SG;Nice;2;1;H;1.16;8;13
F1;20210213;2021-02-13;Reims;Lens;1;1;D;3;3;2.55
F1;20210213;2021-02-13;Lyon;Montpellier;1;2;A;1.36;5;8.5
F1;20210214;2021-02-14;Monaco;Lorient;2;2;D;1.36;5;8
F1;20210214;2021-02-14;Angers;Nantes;1;3;A;2.25;3;3.6
F1;20210214;2021-02-14;Dijon;Nimes;0;2;A;2.45;3.4;2.8
F1;20210214;2021-02-14;Metz;Strasbourg;1;2;A;3;3.1;2.5
F1;20210214;2021-02-14;Rennes;St Etienne;0;2;A;1.85;3.4;4.33
F1;20210214;2021-02-14;Lille;Brest;0;0;D;1.5;4;7
F1;20210214;2021-02-14;Bordeaux;Marseille;0;0;D;2.6;3.3;2.75
F1;20210217;2021-02-17;Marseille;Nice;3;2;H;2.25;3.4;3.2
F1;20210219;2021-02-19;Brest;Lyon;2;3;A;6;4.5;1.5
F1;20210220;2021-02-20;St Etienne;Reims;1;1;D;2.15;3;3.9
F1;20210220;2021-02-20;Nantes;Marseille;1;1;D;2.8;3.2;2.5
F1;20210221;2021-02-21;Montpellier;Rennes;2;1;H;2.87;3.3;2.45
F1;20210221;2021-02-21;Lens;Dijon;2;1;H;1.5;4.2;6.5
F1;20210221;2021-02-21;Nice;Metz;1;2;A;2.37;3.3;3.1
F1;20210221;2021-02-21;Nimes;Bordeaux;2;0;H;3.1;3.4;2.3
F1;20210221;2021-02-21;Strasbourg;Angers;0;0;D;2.25;3.2;3.4
F1;20210221;2021-02-21;Lorient;Lille;1;4;A;4.2;3.4;1.95
F1;20210221;2021-02-21;Paris SG;Monaco;0;2;A;1.61;4.33;4.75
F1;20210224;2021-02-24;Nimes;Lorient;1;0;H;2.8;3.4;2.37
F1;20210226;2021-02-26;Rennes;Nice;1;2;A;1.83;3.4;4.75
F1;20210227;2021-02-27;Bordeaux;Metz;1;2;A;2.37;3.1;3.1
F1;20210227;2021-02-27;Dijon;Paris SG;0;4;A;15;7;1.18
F1;20210228;2021-02-28;Monaco;Brest;2;0;H;1.44;4.75;6.5
F1;20210228;2021-02-28;Angers;Lens;2;2;D;2.87;3;2.7
F1;20210228;2021-02-28;Lorient;St Etienne;2;1;H;3;3.2;2.45
F1;20210228;2021-02-28;Nimes;Nantes;1;1;D;3.2;3.3;2.3
F1;20210228;2021-02-28;Reims;Montpellier;0;0;D;2.8;3.1;2.7
F1;20210228;2021-02-28;Lille;Strasbourg;1;1;D;1.75;3.6;4.75
F1;20210228;2021-02-28;Marseille;Lyon;1;1;D;5;4;1.65
F1;20210303;2021-03-03;Brest;Dijon;3;1;H;1.7;4.2;4.75
F1;20210303;2021-03-03;Lyon;Rennes;1;0;H;1.57;4;6
F1;20210303;2021-03-03;Metz;Angers;0;1;A;2.4;3.1;3.1
F1;20210303;2021-03-03;Nice;Nimes;2;1;H;1.7;3.8;5
F1;20210303;2021-03-03;St Etienne;Lens;2;3;A;2.8;3.3;2.55
F1;20210303;2021-03-03;Bordeaux;Paris SG;0;1;A;7.5;4.75;1.4
F1;20210303;2021-03-03;Lille;Marseille;2;0;H;1.72;3.5;5.5
F1;20210303;2021-03-03;Montpellier;Lorient;1;1;D;2;3.4;3.8
F1;20210303;2021-03-03;Nantes;Reims;1;2;A;2.45;3;3.2
F1;20210303;2021-03-03;Strasbourg;Monaco;1;0;H;4;3.6;1.9
F1;20210310;2021-03-10;Marseille;Rennes;1;0;H;2.9;3;2.62
F1;20210312;2021-03-12;Reims;Lyon;1;1;D;7.5;4.5;1.4
F1;20210313;2021-03-13;Angers;St Etienne;0;1;A;2.5;3.2;3
F1;20210313;2021-03-13;Marseille;Brest;3;1;H;2;3.25;4.2
F1;20210314;2021-03-14;Nimes;Montpellier;1;1;D;3.25;3.6;2.15
F1;20210314;2021-03-14;Dijon;Bordeaux;1;3;A;3.6;3.5;2.05
F1;20210314;2021-03-14;Lens;Metz;2;2;D;1.85;3.4;4.5
F1;20210314;2021-03-14;Lorient;Nice;1;1;D;2.55;3.2;2.87
F1;20210314;2021-03-14;Rennes;Strasbourg;1;0;H;2.1;3.3;3.6
F1;20210314;2021-03-14;Monaco;Lille;0;0;D;2.4;3.2;3.1
F1;20210314;2021-03-14;Paris SG;Nantes;1;2;A;1.18;7;17
F1;20210319;2021-03-19;St Etienne;Monaco;0;4;A;4.5;3.6;1.75
F1;20210320;2021-03-20;Metz;Rennes;1;3;A;3.3;3.2;2.3
F1;20210320;2021-03-20;Nice;Marseille;3;0;H;3;3.3;2.4
F1;20210321;2021-03-21;Strasbourg;Lens;1;2;A;2.62;3.4;2.6
F1;20210321;2021-03-21;Brest;Angers;0;0;D;2.5;3.25;2.9
F1;20210321;2021-03-21;Dijon;Reims;0;1;A;3.6;3.3;2.1
F1;20210321;2021-03-21;Montpellier;Bordeaux;3;1;H;2.1;3.2;3.75
F1;20210321;2021-03-21;Nantes;Lorient;1;1;D;2.3;3.1;3.3
F1;20210321;2021-03-21;Lille;Nimes;1;2;A;1.3;5;11
F1;20210321;2021-03-21;Lyon;Paris SG;2;4;A;2.9;3.75;2.25
F1;20210403;2021-04-03;Monaco;Metz;4;0;H;1.44;4.5;7
F1;20210403;2021-04-03;Paris SG;Lille;0;1;A;1.72;3.8;4.75
F1;20210403;2021-04-03;Lens;Lyon;1;1;D;4;4;1.83
F1;20210404;2021-04-04;Angers;Montpellier;1;1;D;2.62;3.2;2.75
F1;20210404;2021-04-04;Bordeaux;Strasbourg;2;3;A;2.7;3.2;2.6
F1;20210404;2021-04-04;Lorient;Brest;1;0;H;2.3;3.5;3
F1;20210404;2021-04-04;Nantes;Nice;1;2;A;2.37;3.3;2.87
F1;20210404;2021-04-04;Reims;Rennes;2;2;D;3.8;3.2;2.1
F1;20210404;2021-04-04;Nimes;St Etienne;0;2;A;3.25;3.4;2.15
F1;20210404;2021-04-04;Marseille;Dijon;2;0;H;1.5;4;7.5
F1;20210409;2021-04-09;Metz;Lille;0;2;A;6;3.7;1.61
F1;20210410;2021-04-10;Strasbourg;Paris SG;1;4;A;4.33;4;1.75
F1;20210410;2021-04-10;Montpellier;Marseille;3;3;D;2.55;3.4;2.62
F1;20210411;2021-04-11;Rennes;Nantes;1;0;H;1.8;3.6;4.5
F1;20210411;2021-04-11;Brest;Nimes;1;1;D;2.05;3.5;3.6
F1;20210411;2021-04-11;Lens;Lorient;4;1;H;2;3.5;3.8
F1;20210411;2021-04-11;Nice;Reims;0;0;D;2.2;3.2;3.5
F1;20210411;2021-04-11;St Etienne;Bordeaux;4;1;H;2.3;3;3.5
F1;20210411;2021-04-11;Monaco;Dijon;3;0;H;1.18;7;15
F1;20210411;2021-04-11;Lyon;Angers;3;0;H;1.36;5;8.5
F1;20210416;2021-04-16;Lille;Montpellier;1;1;D;1.61;3.9;5.5
F1;20210417;2021-04-17;Angers;Rennes;0;3;A;3.6;3.3;2.1
F1;20210417;2021-04-17;Marseille;Lorient;3;2;H;2.1;3.4;3.5
F1;20210418;2021-04-18;Paris SG;St Etienne;3;2;H;1.3;5.5;10
F1;20210418;2021-04-18;Brest;Lens;1;1;D;2.87;3.3;2.5
F1;20210418;2021-04-18;Dijon;Nice;2;0;H;4.75;3.75;1.75
F1;20210418;2021-04-18;Nimes;Strasbourg;1;1;D;3.4;3.5;2.05
F1;20210418;2021-04-18;Reims;Metz;0;0;D;2.37;3.1;3.2
F1;20210418;2021-04-18;Bordeaux;Monaco;0;3;A;5.5;3.75;1.66
F1;20210418;2021-04-18;Nantes;Lyon;1;2;A;6.5;4.2;1.5
F1;20210423;2021-04-23;Reims;Marseille;1;3;A;3.75;3.4;2
F1;20210424;2021-04-24;St Etienne;Brest;1;2;A;2;3.6;3.6
F1;20210424;2021-04-24;Metz;Paris SG;1;3;A;11;5.5;1.28
F1;20210425;2021-04-25;Nice;Montpellier;3;1;H;2.75;3.4;2.5
F1;20210425;2021-04-25;Lens;Nimes;2;1;H;1.66;3.75;5.25
F1;20210425;2021-04-25;Lorient;Bordeaux;4;1;H;2.1;3.4;3.5
F1;20210425;2021-04-25;Rennes;Dijon;5;1;H;1.3;5.25;10
F1;20210425;2021-04-25;Strasbourg;Nantes;1;2;A;2.2;3.1;3.6
