Div;DateInt;DateStr;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A
F1;20161002;2016-10-02;Angers;Marseille;1;1;D;2.63;3;3
F1;20161002;2016-10-02;Lyon;St Etienne;2;0;H;1.73;3.6;5
F1;20161002;2016-10-02;Nice;Lorient;2;1;H;1.8;3.5;4.75
F1;20161014;2016-10-14;Nice;Lyon;2;0;H;2.9;3.4;2.38
F1;20161014;2016-10-14;Toulouse;Monaco;3;1;H;3;3.2;2.5
F1;20161015;2016-10-15;Bastia;Angers;1;2;A;2.5;2.8;3.25
F1;20161015;2016-10-15;Guingamp;Lille;1;0;H;2.45;3.1;3.1
F1;20161015;2016-10-15;Lorient;Nantes;1;2;A;2.5;3.2;3
F1;20161015;2016-10-15;Montpellier;Caen;3;2;H;1.85;3.4;4.5
F1;20161015;2016-10-15;Nancy;Paris SG;1;2;A;10;5;1.33
F1;20161016;2016-10-16;Marseille;Metz;1;0;H;1.44;4.33;7.5
F1;20161016;2016-10-16;Rennes;Bordeaux;1;1;D;2.38;3.3;3.1
F1;20161016;2016-10-16;St Etienne;Dijon;1;1;D;1.73;3.6;5
F1;20161021;2016-10-21;Monaco;Montpellier;6;2;H;1.67;3.75;5.5
F1;20161022;2016-10-22;Angers;Toulouse;0;0;D;2.5;3.1;3.1
F1;20161022;2016-10-22;Bordeaux;Nancy;1;1;D;1.8;3.4;5
F1;20161022;2016-10-22;Dijon;Lorient;1;0;H;2.15;3.3;3.6
F1;20161022;2016-10-22;Lille;Bastia;2;1;H;1.73;3.4;5.25
F1;20161022;2016-10-22;Lyon;Guingamp;1;3;A;1.53;4.1;6.5
F1;20161022;2016-10-22;Nantes;Rennes;1;2;A;2.25;3.1;3.6
F1;20161023;2016-10-23;Caen;St Etienne;0;2;A;2.55;3.1;2.88
F1;20161023;2016-10-23;Metz;Nice;2;4;A;3.75;3.4;2.05
F1;20161023;2016-10-23;Paris SG;Marseille;0;0;D;1.29;5.5;11
F1;20161028;2016-10-28;Lille;Paris SG;0;1;A;6.5;4;1.55
F1;20161029;2016-10-29;Bastia;Dijon;0;0;D;2.3;3.1;3.4
F1;20161029;2016-10-29;Guingamp;Angers;1;0;H;2.3;3.2;3.3
F1;20161029;2016-10-29;Lorient;Montpellier;2;2;D;2.3;3.1;3.4
F1;20161029;2016-10-29;Nancy;Caen;2;0;H;2.15;3.1;3.8
F1;20161029;2016-10-29;St Etienne;Monaco;1;1;D;2.75;3;2.8
F1;20161029;2016-10-29;Toulouse;Lyon;1;2;A;2.8;3.25;2.6
F1;20161030;2016-10-30;Marseille;Bordeaux;0;0;D;2.1;3.2;3.8
F1;20161030;2016-10-30;Nice;Nantes;4;1;H;1.91;3.3;4.5
F1;20161030;2016-10-30;Rennes;Metz;1;0;H;1.57;4;6
F1;20161104;2016-11-04;Montpellier;Marseille;3;1;H;2.55;3.2;2.88
F1;20161105;2016-11-05;Angers;Lille;1;0;H;2.4;3;3.3
F1;20161105;2016-11-05;Bordeaux;Lorient;2;1;H;1.75;3.5;5
F1;20161105;2016-11-05;Dijon;Guingamp;3;3;D;2.5;3;3.2
F1;20161105;2016-11-05;Lyon;Bastia;2;1;H;1.44;4.2;8.5
F1;20161105;2016-11-05;Monaco;Nancy;6;0;H;1.5;4;7.5
F1;20161105;2016-11-05;Nantes;Toulouse;1;1;D;2.3;3;3.5
F1;20161106;2016-11-06;Caen;Nice;1;0;H;3.25;3.25;2.3
F1;20161106;2016-11-06;Metz;St Etienne;0;0;D;3.8;3.2;2.1
F1;20161106;2016-11-06;Paris SG;Rennes;4;0;H;1.22;6.5;13
F1;20161118;2016-11-18;Lille;Lyon;0;1;A;3.1;3.1;2.45
F1;20161118;2016-11-18;Lorient;Monaco;0;3;A;4.33;3.6;1.8
F1;20161119;2016-11-19;Bastia;Montpellier;1;1;D;2.8;3;2.8
F1;20161119;2016-11-19;Nancy;Dijon;1;0;H;2.1;3.1;4
F1;20161119;2016-11-19;Paris SG;Nantes;2;0;H;1.2;6.5;15
F1;20161119;2016-11-19;Rennes;Angers;1;1;D;2.25;3;3.5
F1;20161119;2016-11-19;Toulouse;Metz;1;2;A;1.5;4.2;7
F1;20161120;2016-11-20;Guingamp;Bordeaux;1;1;D;2.45;3.2;3
F1;20161120;2016-11-20;Marseille;Caen;1;0;H;1.7;3.75;5
F1;20161120;2016-11-20;St Etienne;Nice;0;1;A;2.1;3.4;3.6
F1;20161125;2016-11-25;Rennes;Toulouse;1;0;H;2.4;3.1;3.1
F1;20161126;2016-11-26;Bordeaux;Dijon;3;2;H;1.73;3.6;5.25
F1;20161126;2016-11-26;Caen;Guingamp;1;1;D;2.38;3.1;3.3
F1;20161126;2016-11-26;Metz;Lorient;3;3;D;2.7;3.25;2.7
F1;20161126;2016-11-26;Monaco;Marseille;4;0;H;1.67;3.75;5.5
F1;20161126;2016-11-26;Montpellier;Nancy;0;0;D;1.91;3.4;4.2
F1;20161126;2016-11-26;Nantes;Lille;0;0;D;2.25;3;3.6
F1;20161127;2016-11-27;Angers;St Etienne;1;2;A;2.5;3;3.2
F1;20161127;2016-11-27;Lyon;Paris SG;1;2;A;3.6;3.4;2.1
F1;20161127;2016-11-27;Nice;Bastia;1;1;D;1.62;3.75;6
F1;20161129;2016-11-29;Dijon;Monaco;1;1;D;5.5;4;1.62
F1;20161129;2016-11-29;Lille;Caen;4;2;H;1.8;3.4;5
F1;20161129;2016-11-29;Lorient;Rennes;2;1;H;2.38;3.25;3.1
F1;20161130;2016-11-30;Bastia;Bordeaux;1;1;D;2.9;3;2.7
F1;20161130;2016-11-30;Guingamp;Nice;0;1;A;2.45;3.2;3
F1;20161130;2016-11-30;Nancy;Metz;4;0;H;1.91;3.5;4.2
F1;20161130;2016-11-30;Nantes;Lyon;0;6;A;3.75;3.25;2.1
F1;20161130;2016-11-30;Paris SG;Angers;2;0;H;1.2;7;15
F1;20161130;2016-11-30;St Etienne;Marseille;0;0;D;2.15;3.25;3.6
F1;20161130;2016-11-30;Toulouse;Montpellier;1;0;H;2.05;3.4;3.75
F1;20161202;2016-12-02;Caen;Dijon;3;3;D;2.1;3.3;3.6
F1;20161203;2016-12-03;Angers;Lorient;2;2;D;2;3.3;4
F1;20161203;2016-12-03;Bordeaux;Lille;0;1;A;2.15;3.1;3.8
F1;20161203;2016-12-03;Guingamp;Nantes;2;0;H;2.1;3.25;3.75
F1;20161203;2016-12-03;Monaco;Bastia;5;0;H;1.36;4.5;11
F1;20161203;2016-12-03;Montpellier;Paris SG;3;0;H;6.5;4.2;1.53
F1;20161204;2016-12-04;Marseille;Nancy;3;0;H;1.8;3.4;5
F1;20161204;2016-12-04;Nice;Toulouse;3;0;H;2.1;3.2;3.8
F1;20161204;2016-12-04;Rennes;St Etienne;2;0;H;2.4;3;3.3
F1;20161210;2016-12-10;Bastia;Metz;2;0;H;1.83;3.4;4.75
F1;20161210;2016-12-10;Bordeaux;Monaco;0;4;A;3.75;3.3;2.1
F1;20161210;2016-12-10;Dijon;Marseille;1;2;A;3.2;3.25;2.3
F1;20161210;2016-12-10;Lille;Montpellier;2;1;H;2;3.1;4.33
F1;20161210;2016-12-10;Nancy;Angers;2;0;H;2.5;2.9;3.25
F1;20161210;2016-12-10;Toulouse;Lorient;3;2;H;2;3.3;4
F1;20161211;2016-12-11;Lyon;Rennes;1;0;H;1.57;3.75;7
F1;20161211;2016-12-11;Paris SG;Nice;2;2;D;1.36;5;8.5
F1;20161211;2016-12-11;St Etienne;Guingamp;1;0;H;2;3.25;4.2
F1;20161216;2016-12-16;Angers;Nantes;0;2;A;2.4;3;3.2
F1;20161217;2016-12-17;Guingamp;Paris SG;2;1;H;7;4.33;1.44
F1;20161217;2016-12-17;Lorient;St Etienne;2;1;H;2.4;3.2;3
F1;20161217;2016-12-17;Montpellier;Bordeaux;4;0;H;2.25;3.3;3.2
F1;20161217;2016-12-17;Rennes;Bastia;1;2;A;1.8;3.4;4.75
F1;20161217;2016-12-17;Toulouse;Nancy;1;1;D;1.91;3.2;4.33
F1;20161218;2016-12-18;Caen;Metz;3;0;H;1.75;3.5;4.75
F1;20161218;2016-12-18;Marseille;Lille;2;0;H;2.05;3.2;3.75
F1;20161218;2016-12-18;Monaco;Lyon;1;3;A;1.83;3.75;4
F1;20161218;2016-12-18;Nice;Dijon;2;1;H;1.53;4.2;5.75
F1;20161221;2016-12-21;Bastia;Marseille;1;2;A;3.2;3.1;2.4
F1;20161221;2016-12-21;Bordeaux;Nice;0;0;D;2.7;3.1;2.8
F1;20161221;2016-12-21;Dijon;Toulouse;2;0;H;2.5;3.2;3
F1;20161221;2016-12-21;Lille;Rennes;1;1;D;2.05;3.2;4
F1;20161221;2016-12-21;Lyon;Angers;2;0;H;1.44;4.5;7.5
F1;20161221;2016-12-21;Metz;Guingamp;2;2;D;3.4;3.1;2.3
F1;20161221;2016-12-21;Monaco;Caen;2;1;H;1.25;6;12
F1;20161221;2016-12-21;Nantes;Montpellier;1;0;H;2.25;3.2;3.4
F1;20161221;2016-12-21;Paris SG;Lorient;5;0;H;1.18;7.5;15
F1;20161221;2016-12-21;St Etienne;Nancy;0;0;D;2;3.1;4.33
F1;20170113;2017-01-13;Lille;St Etienne;1;1;D;2.05;3.1;4.2
F1;20170114;2017-01-14;Angers;Bordeaux;1;1;D;2.8;3;2.75
F1;20170114;2017-01-14;Lorient;Guingamp;3;1;H;2.45;3.2;3
F1;20170114;2017-01-14;Montpellier;Dijon;1;1;D;1.8;3.5;4.75
F1;20170114;2017-01-14;Nancy;Bastia;1;0;H;1.95;3.1;4.75
F1;20170114;2017-01-14;Rennes;Paris SG;0;1;A;7;4;1.53
F1;20170114;2017-01-14;Toulouse;Nantes;0;1;A;2.05;3.1;4.1
F1;20170115;2017-01-15;Caen;Lyon;3;2;H;4.75;3.75;1.75
F1;20170115;2017-01-15;Marseille;Monaco;1;4;A;3;3.3;2.4
F1;20170115;2017-01-15;Nice;Metz;0;0;D;1.5;4.2;7
F1;20170118;2017-01-18;Nantes;Caen;1;0;H;2;3.4;4
F1;20170120;2017-01-20;Bastia;Nice;1;1;D;3;3.1;2.55
F1;20170121;2017-01-21;Bordeaux;Toulouse;1;0;H;2.1;3.25;3.8
F1;20170121;2017-01-21;Dijon;Lille;0;0;D;3;3.1;2.55
F1;20170121;2017-01-21;Guingamp;Rennes;1;1;D;2.3;3.1;3.4
F1;20170121;2017-01-21;Metz;Montpellier;2;0;H;3.1;3.2;2.4
F1;20170121;2017-01-21;Nantes;Paris SG;0;2;A;10;4.33;1.4
F1;20170122;2017-01-22;Lyon;Marseille;3;1;H;1.73;3.75;5
F1;20170122;2017-01-22;Monaco;Lorient;4;0;H;1.33;5;10
F1;20170122;2017-01-22;St Etienne;Angers;2;1;H;1.85;3.4;4.75
F1;20170127;2017-01-27;Marseille;Montpellier;5;1;H;1.67;3.75;5.5
F1;20170128;2017-01-28;Angers;Metz;2;1;H;2;3.2;4.2
F1;20170128;2017-01-28;Bastia;Caen;1;1;D;2.25;3.1;3.5
F1;20170128;2017-01-28;Lorient;Dijon;2;3;A;2.05;3.5;3.6
F1;20170128;2017-01-28;Lyon;Lille;1;2;A;1.45;4.33;7.5
F1;20170128;2017-01-28;Nancy;Bordeaux;0;2;A;2.63;3;3
F1;20170128;2017-01-28;Rennes;Nantes;1;1;D;2.2;3.1;3.6
F1;20170129;2017-01-29;Nice;Guingamp;3;1;H;1.95;3.4;4.2
F1;20170129;2017-01-29;Paris SG;Monaco;1;1;D;1.67;4;5
F1;20170129;2017-01-29;Toulouse;St Etienne;0;3;A;2.3;3;3.6
F1;20170203;2017-02-03;Metz;Marseille;1;0;H;4.33;3.6;1.85
F1;20170204;2017-02-04;Bordeaux;Rennes;1;1;D;1.91;3.4;4.33
F1;20170204;2017-02-04;Dijon;Paris SG;1;3;A;11;5.5;1.3
F1;20170204;2017-02-04;Guingamp;Caen;0;1;A;1.95;3.5;4
F1;20170204;2017-02-04;Lille;Lorient;0;1;A;1.73;3.8;4.75
F1;20170204;2017-02-04;Monaco;Nice;3;0;H;1.53;4;6.5
F1;20170204;2017-02-04;Montpellier;Bastia;2;1;H;1.8;3.6;4.5
F1;20170205;2017-02-05;Nantes;Nancy;0;2;A;2.05;3.1;4.2
F1;20170205;2017-02-05;St Etienne;Lyon;2;0;H;3.6;3.4;2.1
F1;20170205;2017-02-05;Toulouse;Angers;4;0;H;2.1;3.2;3.8
F1;20170207;2017-02-07;Caen;Bordeaux;0;4;A;2.5;3.2;3
F1;20170207;2017-02-07;Montpellier;Monaco;1;2;A;4.6;3.8;1.75
F1;20170207;2017-02-07;Paris SG;Lille;2;1;H;1.2;6.5;15
F1;20170208;2017-02-08;Angers;Rennes;0;0;D;2.5;3;3.2
F1;20170208;2017-02-08;Lorient;Toulouse;1;1;D;2.3;3.2;3.3
F1;20170208;2017-02-08;Lyon;Nancy;4;0;H;1.4;4.75;8
F1;20170208;2017-02-08;Marseille;Guingamp;2;0;H;1.7;3.75;5.25
F1;20170208;2017-02-08;Metz;Dijon;2;1;H;2.5;3.2;3
F1;20170208;2017-02-08;Nice;St Etienne;1;0;H;2.05;3.4;3.8
F1;20170210;2017-02-10;Bordeaux;Paris SG;0;3;A;5.5;4;1.62
F1;20170211;2017-02-11;Dijon;Caen;2;0;H;2.38;3.3;3.1
F1;20170211;2017-02-11;Guingamp;Lyon;2;1;H;3.7;3.6;2
F1;20170211;2017-02-11;Lille;Angers;1;2;A;1.91;3.2;4.75
F1;20170211;2017-02-11;Monaco;Metz;5;0;H;1.22;6.5;13
F1;20170211;2017-02-11;Nancy;Montpellier;0;3;A;2.5;3.1;3.1
F1;20170211;2017-02-11;Toulouse;Bastia;4;1;H;1.83;3.3;5
F1;20170212;2017-02-12;Nantes;Marseille;3;2;H;3.25;3.1;2.38
F1;20170212;2017-02-12;Rennes;Nice;2;2;D;2.63;3.1;2.88
F1;20170212;2017-02-12;St Etienne;Lorient;4;0;H;1.91;3.5;4.2
F1;20170217;2017-02-17;Bastia;Monaco;1;1;D;7;4.2;1.5
F1;20170218;2017-02-18;Angers;Nancy;1;0;H;2.05;3.1;4.2
F1;20170218;2017-02-18;Caen;Lille;0;1;A;2.5;3;3.2
F1;20170218;2017-02-18;Lorient;Nice;0;1;A;2.9;3.25;2.5
F1;20170218;2017-02-18;Marseille;Rennes;2;0;H;1.67;3.75;5.5
F1;20170218;2017-02-18;Metz;Nantes;1;1;D;3.25;3;2.45
F1;20170219;2017-02-19;Bordeaux;Guingamp;3;0;H;1.91;3.5;4.2
F1;20170219;2017-02-19;Lyon;Dijon;4;2;H;1.36;4.75;9.5
F1;20170219;2017-02-19;Montpellier;St Etienne;2;1;H;2.25;3.2;3.4
F1;20170219;2017-02-19;Paris SG;Toulouse;0;0;D;1.2;6.5;15
F1;20170221;2017-02-21;Caen;Nancy;1;0;H;2.15;3.2;3.75
F1;20170224;2017-02-24;Nantes;Dijon;3;1;H;1.73;3.6;5.25
F1;20170224;2017-02-24;Nice;Montpellier;2;1;H;2.05;3.3;3.8
F1;20170225;2017-02-25;Angers;Bastia;3;0;H;1.85;3.2;5
F1;20170225;2017-02-25;Guingamp;Monaco;1;2;A;5;3.75;1.73
F1;20170225;2017-02-25;Lille;Bordeaux;2;3;A;2.4;3.1;3.25
F1;20170225;2017-02-25;Nancy;Toulouse;0;0;D;2.7;3;2.88
F1;20170225;2017-02-25;Rennes;Lorient;1;0;H;2.05;3.4;3.75
F1;20170226;2017-02-26;Lyon;Metz;5;0;H;1.22;7;12
F1;20170226;2017-02-26;Marseille;Paris SG;1;5;A;5.5;3.75;1.67
F1;20170226;2017-02-26;St Etienne;Caen;0;1;A;1.75;3.4;5.25
F1;20170301;2017-03-01;Bastia;Nantes;2;2;D;3.3;2.9;2.5
F1;20170303;2017-03-03;Bordeaux;Lyon;1;1;D;3.2;3.4;2.25
F1;20170304;2017-03-04;Bastia;St Etienne;0;0;D;3.3;3.1;2.38
F1;20170304;2017-03-04;Caen;Angers;2;3;A;2.38;3.1;3.3
F1;20170304;2017-03-04;Dijon;Nice;0;1;A;3.25;3.4;2.2
F1;20170304;2017-03-04;Metz;Rennes;1;1;D;3.2;3;2.5
F1;20170304;2017-03-04;Montpellier;Guingamp;1;1;D;2;3.5;3.8
F1;20170304;2017-03-04;Paris SG;Nancy;1;0;H;1.14;8;21
F1;20170305;2017-03-05;Lorient;Marseille;1;4;A;3.1;3.4;2.25
F1;20170305;2017-03-05;Monaco;Nantes;4;0;H;1.4;5;7.5
F1;20170305;2017-03-05;Toulouse;Lille;1;1;D;2.05;3.3;4
F1;20170310;2017-03-10;Marseille;Angers;3;0;H;1.67;3.75;5.5
F1;20170310;2017-03-10;Nice;Caen;2;2;D;1.67;3.6;5.75
F1;20170311;2017-03-11;Guingamp;Bastia;5;0;H;1.73;3.6;5.25
F1;20170311;2017-03-11;Monaco;Bordeaux;2;1;H;1.45;4.5;7.5
F1;20170311;2017-03-11;Montpellier;Nantes;2;3;A;2.1;3.25;3.8
F1;20170311;2017-03-11;Nancy;Lille;1;2;A;2.6;3.1;2.9
F1;20170311;2017-03-11;Rennes;Dijon;1;1;D;1.8;3.5;4.75
F1;20170312;2017-03-12;Lorient;Paris SG;1;2;A;9.5;5.25;1.33
F1;20170312;2017-03-12;Lyon;Toulouse;4;0;H;1.44;4.5;7.5
F1;20170312;2017-03-12;St Etienne;Metz;2;2;D;1.62;3.8;6
F1;20170317;2017-03-17;Lille;Marseille;0;0;D;3.1;3.2;2.38
F1;20170317;2017-03-17;Metz;Bastia;1;0;H;1.8;3.4;4.75
F1;20170318;2017-03-18;Angers;Guingamp;3;0;H;2.2;3.1;3.6
F1;20170318;2017-03-18;Bordeaux;Montpellier;5;1;H;2;3.5;3.8
F1;20170318;2017-03-18;Nancy;Lorient;2;3;A;2.15;3.3;3.6
F1;20170318;2017-03-18;Nantes;Nice;1;1;D;2.4;3.1;3.25
F1;20170318;2017-03-18;Toulouse;Rennes;0;0;D;2.2;3;3.75
F1;20170319;2017-03-19;Caen;Monaco;0;3;A;5.25;3.8;1.67
F1;20170319;2017-03-19;Dijon;St Etienne;0;1;A;3;3.1;2.55
F1;20170319;2017-03-19;Paris SG;Lyon;2;1;H;1.44;4.75;6.75
F1;20170331;2017-03-31;Guingamp;Nancy;1;0;H;1.8;3.6;4.75
F1;20170401;2017-04-01;Bastia;Lille;0;1;A;3.4;3;2.38
F1;20170401;2017-04-01;Marseille;Dijon;1;1;D;1.4;4.75;8
F1;20170402;2017-04-02;Lorient;Caen;1;0;H;2.2;3.4;3.3
F1;20170402;2017-04-02;Montpellier;Toulouse;0;1;A;2.1;3.4;3.6
F1;20170402;2017-04-02;Nantes;Angers;2;1;H;2.15;3.3;3.6
F1;20170402;2017-04-02;Nice;Bordeaux;2;1;H;2.25;3.3;3.3
F1;20170402;2017-04-02;Rennes;Lyon;1;1;D;4.2;3.75;1.85
F1;20170405;2017-04-05;Metz;Lyon;0;3;A;6;4;1.57
F1;20170407;2017-04-07;Lille;Nice;1;2;A;2.63;3;3
F1;20170408;2017-04-08;Angers;Monaco;0;1;A;4.8;3.8;1.73
F1;20170408;2017-04-08;Bordeaux;Metz;3;0;H;1.45;4.2;8
F1;20170408;2017-04-08;Caen;Montpellier;0;2;A;2.38;3.25;3.1
F1;20170408;2017-04-08;Dijon;Bastia;1;2;A;1.95;3.3;4.2
F1;20170408;2017-04-08;Lyon;Lorient;1;4;A;1.29;6;9.5
F1;20170408;2017-04-08;Nancy;Rennes;3;0;H;2.8;3;2.8
F1;20170409;2017-04-09;Paris SG;Guingamp;4;0;H;1.14;8;19
F1;20170409;2017-04-09;St Etienne;Nantes;1;1;D;2.05;3.2;4
F1;20170409;2017-04-09;Toulouse;Marseille;0;0;D;3;3.2;2.5
F1;20170414;2017-04-14;Angers;Paris SG;0;2;A;11;5.5;1.3
F1;20170415;2017-04-15;Guingamp;Toulouse;2;1;H;2.1;3.3;3.5
F1;20170415;2017-04-15;Metz;Caen;2;2;D;2.38;3.25;3
F1;20170415;2017-04-15;Monaco;Dijon;2;1;H;1.22;6.5;11
F1;20170415;2017-04-15;Montpellier;Lorient;2;0;H;1.91;3.5;4
F1;20170415;2017-04-15;Nice;Nancy;3;1;H;1.65;3.6;5.5
F1;20170415;2017-04-15;Rennes;Lille;2;0;H;2.3;3.1;3.25
F1;20170416;2017-04-16;Bastia;Lyon;0;3;A;5.5;4;1.57
F1;20170416;2017-04-16;Marseille;St Etienne;4;0;H;1.8;3.5;4.5
F1;20170416;2017-04-16;Nantes;Bordeaux;0;1;A;2.5;3.2;2.88
F1;20170418;2017-04-18;Metz;Paris SG;2;3;A;17;7.5;1.17
F1;20170421;2017-04-21;Nancy;Marseille;0;0;D;3.75;3.4;2.05
F1;20170422;2017-04-22;Bordeaux;Bastia;2;0;H;1.36;5.25;8
F1;20170422;2017-04-22;Caen;Nantes;0;2;A;2.5;3.25;2.9
F1;20170422;2017-04-22;Dijon;Angers;3;2;H;2.2;3.3;3.4
F1;20170422;2017-04-22;Lille;Guingamp;3;0;H;1.95;3.5;4
F1;20170422;2017-04-22;Lorient;Metz;5;1;H;1.73;4;4.5
F1;20170422;2017-04-22;Paris SG;Montpellier;2;0;H;1.17;8;15
F1;20170423;2017-04-23;Lyon;Monaco;1;2;A;2.6;3.6;2.6
