DateListe,Saison,Equipe,TRJmoy,ROI,Nbrdematchs,MoyCoteResultat,ROI-10J,ROI-5J,ROI-3J,ROI-2J,ROIJJ-1,ROIJ,CoteJ,CoteInvJ
20240329,2324,Lille,94.9401725683904,0.8144444444444444,27,2.2648148148148146,0.6960001,0.8320002,0.8766669999999999,5.000000000165983e-07,1.0250005,2.05,2.05,1.7661971830985916
20240317,2324,Lille,94.94259137364901,0.7669230769230769,26,2.273076923076923,0.6960001,0.8320002,0.8766669999999999,1.3150004999999998,5.000000000165983e-07,0.0,3.0,1.3839285714285714
20240310,2324,Lille,94.95210765588621,0.7976,25,2.2439999999999998,0.6960001,1.1120002,1.3866669999999999,1.3150004999999998,1.3150004999999998,0.0,2.05,1.7485714285714287
20240302,2324,Lille,94.97651617815337,0.8308333333333333,24,2.252083333333333,0.5780001,0.5860002,0.5100003333333334,0.7650005,1.3150004999999998,2.63,2.63,1.4849999999999999
20240225,2324,Lille,94.9794044878697,0.7526086956521739,23,2.2356521739130435,0.8160001,0.8660002,0.976667,0.7650005,0.7650005,0.0,1.91,1.8789473684210527
20240217,2324,Lille,94.99131733503391,0.7868181818181819,22,2.2504545454545455,0.6630001,0.5600002,0.466667,0.7000005,0.7650005,1.53,1.53,2.5987996306555865
20240210,2324,Lille,94.92884988171598,0.7514285714285714,21,2.284761904761905,0.6630001,0.5600002,0.9333336666666666,0.7000005,0.7000005,0.0,5.25,1.1690721649484537
20240204,2324,Lille,94.894516659107,0.789,20,2.1365000000000003,0.7480001,0.2800002,0.466667,0.7000005,0.7000005,1.4,1.4,2.942307692307692
20240128,2324,Lille,94.89619067468352,0.7568421052631579,19,2.175263157894737,0.9280001,0.5700002,0.466667,0.7000005,0.7000005,0.0,2.0,1.7999999999999998
20240114,2324,Lille,94.90504337298465,0.7988888888888889,18,2.1850000000000005,0.7880001,0.7660001999999999,3.3333333324965984e-07,5.000000000165983e-07,0.7000005,1.4,1.4,2.9166666666666665
20231220,2324,Lille,94.92330506583113,0.7635294117647059,17,2.2311764705882355,0.9830000999999999,0.7660001999999999,0.48333366666666666,5.000000000165983e-07,5.000000000165983e-07,0.0,1.95,1.8378378378378377
20231217,2324,Lille,94.94270446155724,0.81125,16,2.2487500000000002,0.9830000999999999,0.7660001999999999,1.276667,0.7250005,5.000000000165983e-07,0.0,3.8,1.2555746140651802
20231210,2324,Lille,94.9805712171157,0.8653333333333333,15,2.1453333333333333,0.9830000999999999,1.2160001999999999,1.276667,1.9150004999999999,0.7250005,0.0,1.73,2.1
20231203,2324,Lille,94.9894408135639,0.9271428571428572,14,2.1750000000000003,1.0130001,1.2860002,0.7933336666666667,1.1900005,1.9150004999999999,1.45,1.45,2.8125000000000004
20231126,2324,Lille,94.93674496818274,0.8869230769230769,13,2.230769230769231,0.7750001,0.8100002,0.7500003333333334,5.000000000165983e-07,1.1900005,2.38,2.38,1.5714285714285714
20231112,2324,Lille,94.96069762490704,0.7625,12,2.2183333333333337,0.9150001,1.2000001999999999,1.3500003333333332,1.1250005,5.000000000165983e-07,0.0,1.55,2.4705882352941178
20231104,2324,Lille,94.93484630172078,0.8318181818181818,11,2.2790909090909093,0.9150001,1.2000001999999999,1.3500003333333332,2.0250005,1.1250005,0.0,3.1,1.3695652173913044
20231029,2324,Lille,94.92930369453876,0.915,10,2.197,0.0,0.7500001999999999,1.2500003333333332,0.9000005,2.0250005,2.25,2.25,1.6353383458646618
20231022,2324,Lille,94.95450773349009,0.7666666666666667,9,2.1911111111111112,0.0,0.7400002,0.6500003333333333,0.9750005,0.9000005,1.8,1.8,2.015151515151515
20231008,2324,Lille,94.93938911121685,0.6375,8,2.24,0.0,0.7400002,0.6500003333333333,0.9750005,0.9750005,0.0,3.0,1.3846153846153846
20231001,2324,Lille,94.96832439778166,0.7285714285714285,7,2.1314285714285712,0.0,0.6300001999999999,0.5833336666666666,5.000000000165983e-07,0.9750005,1.95,1.95,1.8666666666666667
20230926,2324,Lille,94.90118195752838,0.525,6,2.1616666666666666,0.0,0.6300001999999999,0.5833336666666666,0.8750005000000001,5.000000000165983e-07,0.0,1.91,1.875
20230916,2324,Lille,94.95803657888875,0.63,5,2.2119999999999997,0.0,0.0,1.0500003333333332,0.8750005000000001,0.8750005000000001,0.0,3.3,1.3263157894736843
20230903,2324,Lille,95.04566859050514,0.7875,4,1.94,0.0,0.0,0.466667,0.7000005,0.8750005000000001,1.75,1.75,2.048780487804878
20230827,2324,Lille,95.26688396337016,0.4666666666666667,3,2.0033333333333334,0.0,0.0,0.0,0.7000005,0.7000005,0.0,1.91,1.894736842105263
20230820,2324,Lille,95.341880793582,0.7,2,2.05,0.0,0.0,0.0,0.0,0.7000005,1.4,1.4,2.9166666666666665
20230811,2324,Lille,96.08916699256942,0.0,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.4918032786885247
20240519,2324,Reims,94.90508522234904,0.9626470588235294,34,2.922647058823529,0.4820001,0.6500001999999999,1.0833336666666666,1.6250004999999998,3.0650005,2.88,2.88,1.4224137931034482
20240515,2324,Reims,94.89568792725152,0.9045454545454545,33,2.923939393939394,0.39500009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.6250004999999998,3.25,3.25,1.331858407079646
20240510,2324,Reims,94.90895099004331,0.83125,32,2.91375,0.39500009999999997,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,5.0,1.1781305114638447
20240428,2324,Reims,94.89482535872378,0.8580645161290322,31,2.8464516129032256,0.39500009999999997,0.31400019999999995,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.0,1.8103448275862069
20240421,2324,Reims,94.89056538953494,0.8866666666666667,30,2.8746666666666667,0.39500009999999997,0.31400019999999995,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,1.95,1.8367346938775508
20240413,2324,Reims,94.9011479833201,0.9172413793103448,29,2.906551724137931,0.39500009999999997,0.31400019999999995,0.5233336666666667,5.000000000165983e-07,5.000000000165983e-07,0.0,2.8,1.4288793103448274
20240407,2324,Reims,94.9116142342642,0.95,28,2.910357142857143,0.8450000999999999,0.7900001999999999,0.5233336666666667,0.7850005,5.000000000165983e-07,0.0,2.5,1.521311475409836
20240330,2324,Reims,94.92396781063555,0.9851851851851852,27,2.9255555555555555,1.0150001,0.7900001999999999,0.5233336666666667,0.7850005,0.7850005,0.0,3.5,1.3061946902654866
20240317,2324,Reims,94.9164048825699,1.023076923076923,26,2.903461538461538,0.8580000999999999,0.47600019999999993,0.7933336666666667,5.000000000165983e-07,0.7850005,1.57,1.57,2.4000000000000004
20240310,2324,Reims,94.91658752623542,1.0012,25,2.9568,0.8580000999999999,0.47600019999999993,0.7933336666666667,1.1900005,5.000000000165983e-07,0.0,7.0,1.09375
20240302,2324,Reims,94.93000389838711,1.0429166666666667,24,2.7883333333333336,1.0310001,0.47600019999999993,0.7933336666666667,1.1900005,1.1900005,0.0,2.7,1.4635750421585159
20240225,2324,Reims,94.93086993507013,1.0882608695652174,23,2.792173913043478,0.7930001,0.9000001999999999,3.3333333324965984e-07,5.000000000165983e-07,1.1900005,2.38,2.38,1.5866141732283465
20240218,2324,Reims,94.91872264979096,1.0295454545454545,22,2.8109090909090906,0.7930001,1.2400001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.8,1.4435677530017152
20240211,2324,Reims,94.90295716177431,1.0785714285714285,21,2.8114285714285714,1.0480000999999999,1.2400001999999999,1.5000003333333332,5.000000000165983e-07,5.000000000165983e-07,0.0,2.05,1.8103448275862069
20240204,2324,Reims,94.8412716120917,1.1325,20,2.8495,1.2150001,1.2400001999999999,2.066667,2.2500005,5.000000000165983e-07,0.0,1.75,2.015151515151515
20240128,2324,Reims,94.90334002162358,1.1921052631578948,19,2.907368421052632,1.2150001,1.5860002,2.066667,3.1000004999999997,2.2500005,0.0,1.8,2.0095915841584158
20240113,2324,Reims,94.9006637403717,1.2583333333333333,18,2.9688888888888894,0.7650001,0.6860002,0.566667,0.8500005,3.1000004999999997,4.5,4.5,1.1929824561403508
20231220,2324,Reims,94.93606034759559,1.0676470588235294,17,2.878823529411765,0.7950001,0.3460001999999999,0.576667,5.000000000165983e-07,0.8500005,1.7,1.7,2.1714285714285713
20231216,2324,Reims,94.91015452522437,1.028125,16,2.9525,1.1700001,0.8560002,0.576667,0.8650005000000001,5.000000000165983e-07,0.0,4.2,1.2298387096774195
20231210,2324,Reims,94.89560004647132,1.0966666666666667,15,2.869333333333333,1.1700001,1.1900001999999998,0.576667,0.8650005000000001,0.8650005000000001,0.0,4.33,1.2102803738317758
20231201,2324,Reims,94.91747656479069,1.175,14,2.765,0.9970001,0.8440002,0.8500003333333332,5.000000000165983e-07,0.8650005000000001,1.73,1.73,2.0955882352941178
20231126,2324,Reims,94.92910709319393,1.1323076923076922,13,2.844615384615385,1.2870001,0.8440002,1.406667,1.2750005,5.000000000165983e-07,0.0,3.75,1.2857142857142856
20231111,2324,Reims,94.86114261337144,1.2266666666666666,12,2.769166666666667,1.4720001,1.2440002,1.406667,2.1100005,1.2750005,0.0,5.0,1.1682967959527826
20231105,2324,Reims,94.8756343707415,1.3381818181818181,11,2.5663636363636364,1.2170001,1.4840001999999999,0.556667,0.8350005,2.1100005,2.55,2.55,1.5157894736842106
20231028,2324,Reims,94.85640169131078,1.217,10,2.568,0.0,1.1500002,0.666667,5.000000000165983e-07,0.8350005,1.67,1.67,2.2222222222222223
20231022,2324,Reims,94.80190792801778,1.1666666666666667,9,2.6677777777777774,0.0,1.1500002,1.916667,1.0000005,5.000000000165983e-07,0.0,2.4,1.5555555555555558
20231007,2324,Reims,94.85439361003125,1.3125,8,2.70125,0.0,1.7300001999999999,1.916667,2.8750005,1.0000005,0.0,2.6,1.492682926829268
20231001,2324,Reims,94.85828195309547,1.5,7,2.7157142857142853,0.0,1.7000001999999999,1.2500003333333332,1.8750004999999998,2.8750005,2.0,2.0,1.7944444444444445
20230926,2324,Reims,94.90420839866995,1.4166666666666667,6,2.8349999999999995,0.0,0.9500002000000001,0.9666669999999999,5.000000000165983e-07,1.8750004999999998,3.75,3.75,1.265459363957597
20230917,2324,Reims,94.96166830825864,0.95,5,2.652,0.0,0.0,1.5833336666666666,1.4500004999999998,5.000000000165983e-07,0.0,1.85,1.9384615384615387
20230903,2324,Reims,95.03711076603396,1.1875,4,2.8525,0.0,0.0,1.5833336666666666,2.3750005,1.4500004999999998,0.0,1.91,1.9090909090909094
20230827,2324,Reims,94.89039191561015,1.5833333333333333,3,3.1666666666666665,0.0,0.0,0.0,0.9250005,2.3750005,2.9,2.9,1.4068965517241379
20230820,2324,Reims,94.96969515924388,0.925,2,3.3,0.0,0.0,0.0,0.0,0.9250005,1.85,1.85,1.9354838709677422
20230812,2324,Reims,95.35055350553506,0.0,1,4.75,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.1929824561403508
20240519,2324,Marseille,94.7821461444566,0.6505882352941177,34,2.2214705882352943,0.7190000999999999,0.7680001999999999,1.2800003333333332,0.7200005,0.9000005,1.8,1.8,2.0
20240515,2324,Marseille,94.78351899412912,0.6157575757575757,33,2.2342424242424244,0.8890001,0.7680001999999999,1.2800003333333332,1.9200004999999998,0.7200005,0.0,2.15,1.6851851851851851
20240512,2324,Marseille,94.79327677776085,0.635,32,2.236875,0.7450000999999999,0.48000019999999993,0.8000003333333333,1.2000005,1.9200004999999998,1.44,1.44,2.826086956521739
20240428,2324,Marseille,94.77391809827488,0.6090322580645161,31,2.262580645161291,0.5050001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.2000005,2.4,2.4,1.5650793650793648
20240424,2324,Marseille,94.77532252060594,0.5493333333333333,30,2.2580000000000005,0.5050001,0.30000019999999994,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.25,1.6616541353383456
20240421,2324,Marseille,94.74760783047654,0.5682758620689655,29,2.258275862068966,0.5050001,0.6700001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.55,1.4849999999999999
20240405,2324,Marseille,94.77975155145347,0.5885714285714285,28,2.247857142857143,0.5050001,1.0100002000000001,0.5000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,3.75,1.259259259259259
20240331,2324,Marseille,94.79863603076726,0.6103703703703703,27,2.1922222222222225,0.5050001,1.0100002000000001,1.116667,0.7500005000000001,5.000000000165983e-07,0.0,3.25,1.3316239316239316
20240317,2324,Marseille,94.81168079871318,0.6338461538461538,26,2.1515384615384616,0.6450001,1.0100002,1.6833336666666665,1.6750005,0.7500005000000001,0.0,2.88,1.4224137931034482
20240310,2324,Marseille,94.795540192239,0.6592,25,2.1224000000000003,0.6750001,0.7100002,1.1833336666666665,1.7750005,1.6750005,1.5,1.5,2.625
20240302,2324,Marseille,94.7680816396429,0.6241666666666666,24,2.1483333333333334,0.6570001,0.3400002,0.566667,0.8500005,1.7750005,1.85,1.85,1.9384615384615387
20240225,2324,Marseille,94.77278525540314,0.5708695652173913,23,2.161304347826087,0.6780001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,0.8500005,1.7,1.7,2.1714285714285713
20240218,2324,Marseille,94.74652306221532,0.5195454545454545,22,2.182272727272727,0.6780001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.1,1.3783783783783783
20240209,2324,Marseille,94.71476712676372,0.5442857142857143,21,2.1385714285714283,0.6780001,0.2800002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,1.4,2.8297872340425534
20240204,2324,Marseille,94.76740689155261,0.5715,20,2.1755,0.6780001,0.6400001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.45,1.5650793650793648
20240127,2324,Marseille,94.72879213998286,0.6015789473684211,19,2.161052631578947,0.6780001,0.9740002,0.466667,5.000000000165983e-07,5.000000000165983e-07,0.0,2.4,1.5590551181102361
20240112,2324,Marseille,94.74090615571514,0.635,18,2.147777777777778,0.8230001,1.3560002,1.0666669999999998,0.7000005,5.000000000165983e-07,0.0,1.6,2.3157894736842106
20231220,2324,Marseille,94.74780322875847,0.6723529411764706,17,2.1799999999999997,0.8230001,1.3560002,1.6233336666666667,1.6000005,0.7000005,0.0,2.05,1.7485714285714287
20231217,2324,Marseille,94.77164698546375,0.714375,16,2.188125,0.6830001,1.0760002,1.7933336666666666,1.7350005,1.6000005,1.4,1.4,2.9166666666666665
20231210,2324,Marseille,94.78345047818837,0.6686666666666666,15,2.240666666666667,0.5030001,0.7160002,1.1933336666666665,1.7900004999999999,1.7350005,1.8,1.8,2.0479041916167664
20231206,2324,Marseille,94.71095984607817,0.5878571428571429,14,2.2721428571428572,0.33600009999999997,0.38200019999999996,0.6366669999999999,0.9550004999999999,1.7900004999999999,1.67,1.67,2.111111111111111
20231203,2324,Marseille,94.8240138562548,0.5046153846153846,13,2.3184615384615386,0.2950001,0.29000019999999993,3.3333333324965984e-07,5.000000000165983e-07,0.9550004999999999,1.91,1.91,1.9000000000000001
20231125,2324,Marseille,94.78856969160762,0.3875,12,2.3525,0.2950001,0.29000019999999993,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,1.91,1.8486486486486484
20231112,2324,Marseille,94.86560505444771,0.42272727272727273,11,2.3927272727272726,0.46500009999999997,0.29000019999999993,0.48333366666666666,5.000000000165983e-07,5.000000000165983e-07,0.0,3.2,1.3539823008849556
20231104,2324,Marseille,94.83797978453296,0.465,10,2.3120000000000003,0.0,0.29000019999999993,0.48333366666666666,0.7250005,5.000000000165983e-07,0.0,2.25,1.6439393939393938
20231021,2324,Marseille,94.82105838575431,0.5166666666666667,9,2.318888888888889,0.0,0.29000019999999993,0.48333366666666666,0.7250005,0.7250005,0.0,3.0,1.3894736842105262
20231008,2324,Marseille,94.8031870868513,0.58125,8,2.23375,0.0,0.30000019999999994,3.3333333324965984e-07,5.000000000165983e-07,0.7250005,1.45,1.45,2.6511627906976747
20230930,2324,Marseille,94.95592072755461,0.45714285714285713,7,2.345714285714286,0.0,0.30000019999999994,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.1,1.373109243697479
20230924,2324,Marseille,94.92180356407454,0.5333333333333333,6,2.22,0.0,0.6400001999999999,0.5000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,5.25,1.1690721649484537
20230917,2324,Marseille,94.78306141011035,0.64,5,1.614,0.0,0.0,0.5000003333333334,0.7500005000000001,5.000000000165983e-07,0.0,1.5,2.6511627906976747
20230901,2324,Marseille,94.52924693070516,0.8,4,1.6425,0.0,0.0,1.0666669999999998,0.7500005000000001,0.7500005000000001,0.0,1.7,2.159090909090909
20230826,2324,Marseille,94.33503045805838,1.0666666666666667,3,1.6233333333333333,0.0,0.0,0.0,0.8500005,0.7500005000000001,1.5,1.5,2.4000000000000004
20230818,2324,Marseille,95.34869953324142,0.85,2,1.685,0.0,0.0,0.0,0.0,0.8500005,0.0,1.67,2.2222222222222223
20230812,2324,Marseille,95.35055350553506,1.7,1,1.7,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.1714285714285713
20240519,2324,Clermont,94.69406138808631,0.49264705882352944,34,4.700882352941177,0.6350001,0.7500001999999999,1.2500003333333332,5.000000000165983e-07,5.000000000165983e-07,0.0,4.75,1.1781305114638447
20240512,2324,Clermont,94.7029903700506,0.5075757575757576,33,4.69939393939394,0.6350001,0.7500001999999999,1.2500003333333332,1.8750004999999998,5.000000000165983e-07,0.0,5.25,1.1528925619834711
20240504,2324,Clermont,94.70838089075069,0.5234375,32,4.6821875,0.6350001,0.7500001999999999,1.2500003333333332,1.8750004999999998,1.8750004999999998,0.0,8.5,1.0684931506849316
20240428,2324,Clermont,94.70162928256677,0.5403225806451613,31,4.559032258064517,0.26000009999999996,0.5200001999999999,3.3333333324965984e-07,5.000000000165983e-07,1.8750004999999998,3.75,3.75,1.2727272727272727
20240420,2324,Clermont,94.6909294441727,0.43333333333333335,30,4.586,0.26000009999999996,0.5200001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,9.0,1.0572831423895255
20240414,2324,Clermont,94.69359918651686,0.4482758620689655,29,4.433793103448276,0.26000009999999996,0.5200001999999999,0.866667,5.000000000165983e-07,5.000000000165983e-07,0.0,3.3,1.331858407079646
20240406,2324,Clermont,94.68661393993018,0.4642857142857143,28,4.474285714285714,0.6400001,0.5200001999999999,0.866667,1.3000005,5.000000000165983e-07,0.0,12.0,1.0283224400871458
20240331,2324,Clermont,94.68553597238888,0.48148148148148145,27,4.195555555555556,0.6400001,0.5200001999999999,0.866667,1.3000005,1.3000005,0.0,3.1,1.3719298245614036
20240317,2324,Clermont,94.669442650628,0.5,26,4.237692307692308,0.38000009999999995,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.3000005,2.6,2.6,1.5041322314049586
20240310,2324,Clermont,94.64470203204579,0.416,25,4.3032,0.38000009999999995,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.25,1.337837837837838
20240302,2324,Clermont,94.63940948662109,0.43333333333333335,24,4.347083333333334,0.38000009999999995,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,4.2,1.2220183486238534
20240225,2324,Clermont,94.6385186609456,0.45217391304347826,23,4.353478260869565,0.38000009999999995,0.7600001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,7.5,1.0806239168110918
20240218,2324,Clermont,94.64693931935827,0.4727272727272727,22,4.210454545454545,0.38000009999999995,0.7600001999999999,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,6.5,1.1214659685863875
20240211,2324,Clermont,94.59942657200352,0.49523809523809526,21,4.101428571428571,0.5900001,0.7600001999999999,1.266667,5.000000000165983e-07,5.000000000165983e-07,0.0,3.8,1.264485981308411
20240204,2324,Clermont,94.58553371902039,0.52,20,4.1165,0.5900001,0.7600001999999999,1.266667,1.9000005,5.000000000165983e-07,0.0,8.5,1.0677966101694916
20240128,2324,Clermont,94.57094547459235,0.5473684210526316,19,3.8857894736842105,0.5900001,0.7600001999999999,1.266667,1.9000005,1.9000005,0.0,2.75,1.4435677530017152
20240114,2324,Clermont,94.56575942690382,0.5777777777777777,18,3.948888888888889,0.6600001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,1.9000005,3.8,3.8,1.2522935779816513
20231220,2324,Clermont,94.58790917389919,0.38823529411764707,17,3.9576470588235293,0.6600001,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.3,1.3357142857142856
20231217,2324,Clermont,94.55685688709839,0.4125,16,3.99875,0.6600001,0.42000019999999993,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,7.0,1.09375
20231210,2324,Clermont,94.55434103993198,0.44,15,3.798666666666667,0.6600001,0.42000019999999993,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,5.25,1.1577437858508604
20231203,2324,Clermont,94.53276562372422,0.4714285714285714,14,3.6950000000000003,0.6600001,0.42000019999999993,0.7000003333333334,5.000000000165983e-07,5.000000000165983e-07,0.0,4.5,1.177570093457944
20231129,2324,Clermont,94.62502964606198,0.5076923076923077,13,3.6330769230769233,0.6600001,1.3200002,0.7000003333333334,1.0500005000000001,5.000000000165983e-07,0.0,4.0,1.247912885662432
20231125,2324,Clermont,94.58404125798826,0.55,12,3.6025000000000005,0.6600001,1.3200002,0.7000003333333334,1.0500005000000001,1.0500005000000001,0.0,3.75,1.2727272727272727
20231112,2324,Clermont,94.54417006013364,0.6,11,3.5890909090909093,0.45000009999999996,0.9000001999999999,1.5000003333333332,5.000000000165983e-07,1.0500005000000001,2.1,2.1,1.7217391304347824
20231105,2324,Clermont,94.5378362129047,0.45,10,3.7380000000000004,0.0,0.9000001999999999,1.5000003333333332,2.2500005,5.000000000165983e-07,0.0,3.1,1.3648745519713261
20231027,2324,Clermont,94.51266362546303,0.5,9,3.808888888888889,0.0,0.9000001999999999,1.5000003333333332,2.2500005,2.2500005,0.0,4.2,1.20978886756238
20231022,2324,Clermont,94.58619309274916,0.5625,8,3.76,0.0,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,2.2500005,4.5,4.5,1.1931818181818183
20230930,2324,Clermont,94.62545249949775,0.0,7,3.654285714285714,0.0,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,7.5,1.090909090909091
20230924,2324,Clermont,94.52334537639815,0.0,6,3.013333333333333,0.0,1.999999999497959e-07,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.88,1.3894736842105262
20230917,2324,Clermont,94.68245232150028,0.0,5,3.04,0.0,0.0,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,2.0,1.7999999999999998
20230903,2324,Clermont,94.66885487555956,0.0,4,3.3,0.0,0.0,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,3.75,1.2857142857142856
20230827,2324,Clermont,94.31024621705814,0.0,3,3.15,0.0,0.0,0.0,5.000000000165983e-07,5.000000000165983e-07,0.0,1.85,1.894736842105263
20230820,2324,Clermont,94.66283945910793,0.0,2,3.8,0.0,0.0,0.0,0.0,5.000000000165983e-07,0.0,4.0,1.2388392857142858
20230813,2324,Clermont,94.73684210526315,0.0,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.2857142857142856
20240519,2324,Lens,94.95472986802899,0.7808823529411765,34,2.2667647058823532,0.7600001,0.5600002,0.48000033333333336,0.7200005,5.000000000165983e-07,0.0,1.44,2.7444444444444445
20240512,2324,Lens,94.9701751816243,0.8045454545454546,33,2.291818181818182,0.7600001,0.5600002,0.9333336666666666,0.7200005,0.7200005,0.0,2.8,1.440677966101695
20240503,2324,Lens,94.96537125357204,0.8296875,32,2.2759375000000004,0.6160000999999999,0.27200019999999997,0.4533336666666667,0.6800005,0.7200005,1.44,1.44,2.826086956521739
20240428,2324,Lens,94.95156400878966,0.81,31,2.3029032258064515,0.7780001,0.27200019999999997,0.4533336666666667,0.6800005,0.6800005,0.0,2.9,1.4068965517241379
20240420,2324,Lens,94.95888996147121,0.837,30,2.283,0.8620000999999999,0.4100001999999999,3.3333333324965984e-07,5.000000000165983e-07,0.6800005,1.36,1.36,3.1090909090909093
20240412,2324,Lens,94.97079972165326,0.8189655172413793,29,2.3148275862068965,1.0620001,0.9600002,3.3333333324965984e-07,5.000000000165983e-07,5.000000000165983e-07,0.0,1.7,2.142857142857143
20240406,2324,Lens,94.97705903194597,0.8482142857142857,28,2.336785714285714,1.0620001,0.9600002,0.6833336666666666,5.000000000165983e-07,5.000000000165983e-07,0.0,1.53,2.5454545454545454
20240329,2324,Lens,94.95543128300316,0.8796296296296297,27,2.3666666666666663,1.0620001,0.9600002,1.6000003333333332,1.0250005,5.000000000165983e-07,0.0,3.8,1.264485981308411
20240316,2324,Lens,94.95843696190074,0.9134615384615384,26,2.3115384615384613,1.2450001,1.2840002,1.6000003333333332,2.4000005,1.0250005,0.0,2.0,1.8378378378378377
20240309,2324,Lens,94.92578852488381,0.95,25,2.324,1.0400000999999999,1.3140002,0.9166669999999999,1.3750004999999998,2.4000005,2.05,2.05,1.7661971830985916
20240303,2324,Lens,94.92780956210122,0.9041666666666667,24,2.3354166666666667,0.9350001,1.1640002,0.5400003333333333,5.000000000165983e-07,1.3750004999999998,2.75,2.75,1.457142857142857
20240225,2324,Lens,94.91396737062543,0.8239130434782609,23,2.3173913043478263,1.1350001,1.1640002,1.2733336666666668,0.8100005000000001,5.000000000165983e-07,0.0,2.38,1.5859375
20240218,2324,Lens,94.90215928866543,0.8613636363636363,22,2.3145454545454545,1.3600001,1.1640002,1.9400003333333333,1.9100005000000002,0.8100005000000001,0.0,2.63,1.4933333333333332
20240210,2324,Lens,94.88560506916663,0.9023809523809524,21,2.2995238095238095,1.1980001,1.2060001999999999,1.4000003333333333,2.1000004999999997,1.9100005000000002,1.62,1.62,2.287958115183246
20240203,2324,Lens,94.88764904814141,0.8665,20,2.3335,1.1350001,0.7660001999999999,0.666667,1.0000005,2.1000004999999997,2.2,2.2,1.6746268656716417
20240128,2324,Lens,94.87727553684823,0.7963157894736842,19,2.340526315789474,0.9350001,0.7060002,0.6100003333333334,5.000000000165983e-07,1.0000005,2.0,2.0,1.7999999999999998
20240114,2324,Lens,94.88507739415851,0.7294444444444445,18,2.3594444444444442,0.9350001,1.1060002,0.6100003333333334,0.9150005,5.000000000165983e-07,0.0,3.6,1.2649572649572651
20231220,2324,Lens,94.96037255069969,0.7723529411764706,17,2.286470588235294,1.1400001,1.5560002,1.176667,0.9150005,0.9150005,0.0,3.3,1.3381818181818181
20231216,2324,Lens,94.94478823025759,0.820625,16,2.223125,1.1300001,1.1900001999999998,1.2333336666666666,0.8500005,0.9150005,1.83,1.83,1.9811320754716981
20231208,2324,Lens,94.93254266517343,0.7533333333333333,15,2.249333333333333,1.1300001,1.5040002,1.9833336666666666,1.8500005,0.8500005,0.0,2.15,1.7246376811594204
20231202,2324,Lens,94.87782981725714,0.8071428571428572,14,2.2564285714285712,0.9600001,1.1640002,1.416667,2.1250005,1.8500005,1.7,1.7,2.1714285714285713
20231125,2324,Lens,94.84146645662037,0.7384615384615385,13,2.299230769230769,0.7600001,0.7640001999999999,1.2733336666666666,1.1250005,2.1250005,2.0,2.0,1.8103448275862069
