Div;DateInt;DateStr;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A
F1;20240414;2024-04-14;Lyon;Brest;4;3;H;2.2;3.25;3.4
F1;20240419;2024-04-19;Nice;Lorient;3;0;H;1.53;4.33;5.75
F1;20240420;2024-04-20;Nantes;Rennes;0;3;A;3;3.3;2.4
F1;20240420;2024-04-20;Lens;Clermont;1;0;H;1.36;4.75;9
F1;20240421;2024-04-21;Le Havre;Metz;0;1;A;2.15;3.2;3.6
F1;20240421;2024-04-21;Lille;Strasbourg;1;0;H;1.6;4;5.75
F1;20240421;2024-04-21;Reims;Montpellier;1;2;A;1.95;3.75;3.6
F1;20240421;2024-04-21;Brest;Monaco;0;2;A;2.7;3.5;2.55
F1;20240421;2024-04-21;Toulouse;Marseille;2;2;D;2.7;3.3;2.55
F1;20240421;2024-04-21;Paris SG;Lyon;4;1;H;1.44;5.25;6
F1;20240424;2024-04-24;Lorient;Paris SG;1;4;A;7.5;5;1.4
F1;20240424;2024-04-24;Marseille;Nice;2;2;D;2.25;3.4;3.25
F1;20240424;2024-04-24;Monaco;Lille;1;0;H;2.25;3.6;3
F1;20240426;2024-04-26;Montpellier;Nantes;1;1;D;1.95;3.6;3.75
F1;20240427;2024-04-27;Paris SG;Le Havre;3;3;D;1.33;5.75;7.5
F1;20240428;2024-04-28;Metz;Lille;1;2;A;4.5;3.75;1.75
F1;20240428;2024-04-28;Clermont;Reims;4;1;H;3.75;3.5;2
F1;20240428;2024-04-28;Lorient;Toulouse;1;2;A;2.6;3.4;2.63
F1;20240428;2024-04-28;Strasbourg;Nice;1;3;A;3;3.3;2.38
F1;20240428;2024-04-28;Rennes;Brest;4;5;A;2.25;3.3;3.3
F1;20240428;2024-04-28;Lyon;Monaco;3;2;H;2.55;3.75;2.55
F1;20240428;2024-04-28;Marseille;Lens;2;1;H;2.4;3.4;2.9
F1;20240503;2024-05-03;Toulouse;Montpellier;1;2;A;2.05;3.8;3.3
F1;20240503;2024-05-03;Lens;Lorient;2;0;H;1.44;5;6.5
F1;20240504;2024-05-04;Le Havre;Strasbourg;3;1;H;2.38;3.2;3.1
F1;20240504;2024-05-04;Monaco;Clermont;4;1;H;1.3;6;8.5
F1;20240504;2024-05-04;Metz;Rennes;2;3;A;3.5;3.6;2.05
F1;20240504;2024-05-04;Brest;Nantes;0;0;D;1.73;3.8;4.75
F1;20240506;2024-05-06;Lille;Lyon;3;4;A;1.91;3.8;3.8
F1;20240510;2024-05-10;Brest;Reims;1;1;D;1.67;4;5
F1;20240510;2024-05-10;Nice;Le Havre;1;0;H;1.53;4;6.5
F1;20240512;2024-05-12;Clermont;Lyon;0;1;A;5.25;4.5;1.55
F1;20240512;2024-05-12;Marseille;Lorient;3;1;H;1.44;5;6.5
F1;20240512;2024-05-12;Montpellier;Monaco;0;2;A;3.8;4;1.83
F1;20240512;2024-05-12;Nantes;Lille;1;2;A;4;3.5;1.91
F1;20240512;2024-05-12;Paris SG;Toulouse;1;3;A;1.4;6;5.75
F1;20240512;2024-05-12;Rennes;Lens;1;1;D;2.5;3.4;2.8
F1;20240512;2024-05-12;Strasbourg;Metz;2;1;H;2.2;3.6;3.1
F1;20240515;2024-05-15;Nice;Paris SG;1;2;A;2.5;3.6;2.63
F1;20240515;2024-05-15;Reims;Marseille;1;0;H;3.25;3.5;2.15
F1;20240519;2024-05-19;Le Havre;Marseille;1;2;A;4.5;3.6;1.8
F1;20240519;2024-05-19;Lens;Montpellier;2;2;D;1.44;4.75;6.5
F1;20240519;2024-05-19;Lille;Nice;2;2;D;1.65;4;5
F1;20240519;2024-05-19;Lorient;Clermont;5;0;H;1.67;4;4.75
F1;20240519;2024-05-19;Lyon;Strasbourg;2;1;H;1.42;4.75;7.5
F1;20240519;2024-05-19;Metz;Paris SG;0;2;A;5.5;4;1.62
F1;20240519;2024-05-19;Monaco;Nantes;4;0;H;1.38;5;7.5
F1;20240519;2024-05-19;Reims;Rennes;2;1;H;2.88;3.3;2.5
F1;20240519;2024-05-19;Toulouse;Brest;0;3;A;4;3.75;1.9
